,Latitude,Longitude
163,-27.671111,27.236944
164,-29.160278,26.573333
165,-30.568333,29.422778
166,-30.570833,29.150556
167,-33.38056,19.30167
168,-33.31388889,19.07472222
169,-27.495556,26.074722
172,-25.67386,31.57527
173,-30.733889,29.828333
174,-30.398056,30.601944
175,-27.273889,28.49
176,-27.3,28.586944
178,-30.86013889,29.07125
179,-30.77586667,29.03221667
180,-33.13083,18.86278
181,-24.925278,29.324444
182,-27.00222,28.76528
183,-27.02314,28.59389
184,-22.43772222,31.07805556
185,-29.803611,30.516111
186,-25.99136,27.84208
187,-26.861111,28.884722
188,-26.73806,27.59194
189,-26.45,28.085833
190,-27.01011111,26.69808333
193,-27.398611,26.614722
194,-29.160278,26.573333
195,-33.818056,19.694722
196,-25.81048333,27.90955222
198,-34.065833,20.404167
199,-33.980556,21.653333
200,-22.769722,30.886944
201,-27.00222,28.76528
202,-27.02314,28.59389
204,-27.398611,26.614722
205,-27.671111,27.236944
206,-27.356667,27.286389
207,-33.897778,20.012778
209,-23.23572222,27.717
210,-28.44555556,32.325
211,-30.679722,26.7125
212,-30.160091,27.40124
213,-30.336111,27.359444
215,-22.91028,29.61111
216,-28.760833,17.730278
217,-24.183889,30.823889
218,-27.398611,26.614722
219,-27.671111,27.236944
220,-29.160278,26.573333
221,-27.495556,26.074722
222,-23.658056,31.05
223,-26.648056,27.089444
224,-27.802778,28.768333
225,-24.679167,30.8025
226,-27.273889,28.49
227,-27.3,28.586944
228,-30.679722,26.7125
229,-27.02314,28.59389
230,-25.99136,27.84208
231,-31.554722,29.245556
232,-27.01011111,26.69808333
233,-27.802778,28.768333
235,-27.398611,26.614722
236,-27.671111,27.236944
237,-29.160278,26.573333
238,-31.396,29.2651
240,-25.81048333,27.90955222
241,-22.225556,29.990556
242,-26.03611,30.99778
243,-28.404444,30.013056
244,-29.380556,30.2775
245,-26.648056,27.089444
246,-26.970278,27.211111
247,-27.273889,28.49
248,-27.3,28.586944
250,-28.69485,28.23487
251,-28.883333,27.89
252,-30.568333,29.422778
253,-30.570833,29.150556
254,-34.329722,18.990278
255,-30.830556,26.921389
256,-25.49037,30.6986
257,-29.380556,30.2775
258,-30.86013889,29.07125
259,-30.77586667,29.03221667
260,-29.658056,25.973333
261,-30.534167,24.961944
262,-31.031389,28.883333
263,-34.039722,22.133333
264,-28.760833,17.730278
265,-29.7775,29.470833
266,-29.987778,29.851667
267,-29.744167,29.905833
268,-26.861111,28.884722
269,-26.73806,27.59194
270,-26.45,28.085833
272,-25.20639,27.558
274,-25.73411,27.21422
275,-26.006389,29.253889
276,-28.747778,31.745833
277,-30.733889,29.828333
278,-27.398611,26.614722
279,-27.495556,26.074722
280,-24.282222,28.090278
281,-30.398056,30.601944
282,-30.27402,30.69602
283,-26.880278,26.965
284,-27.273889,28.49
285,-34.031944,22.053333
287,-27.00222,28.76528
288,-27.02314,28.59389
289,-24.925278,29.324444
290,-29.803611,30.516111
291,-26.970278,27.211111
292,-27.01011111,26.69808333
293,-25.99136,27.84208
294,-26.861111,28.884722
295,-26.45,28.085833
296,-27.398611,26.614722
298,-33.31388889,19.07472222
299,-28.338333,31.373611
301,-28.735556,29.820556
302,-26.648056,27.089444
304,-29.160278,26.573333
305,-33.13083,18.86278
307,-25.81048333,27.90955222
308,-27.602222,29.942778
309,-27.3,28.586944
310,-33.38056,19.30167
311,-27.00222,28.76528
312,-27.02314,28.59389
313,-30.160091,27.40124
314,-30.336111,27.359444
315,-28.760833,17.730278
316,-22.43772222,31.07805556
317,-26.73806,27.59194
319,-25.20639,27.558
324,-28.116667,26.725278
325,-27.398611,26.614722
326,-29.160278,26.573333
327,-27.495556,26.074722
328,-34.065833,20.404167
329,-27.363611,31.783333
330,-26.905,32.324722
331,-28.75,30.442778
333,-26.880278,26.965
334,-27.398611,26.614722
335,-28.69485,28.23487
336,-28.883333,27.89
337,-33.818056,19.694722
338,-34.075556,20.145556
339,-27.00222,28.76528
340,-27.02314,28.59389
341,-30.679722,26.7125
342,-30.534167,24.961944
343,-33.897778,20.012778
344,-22.769722,30.886944
345,-27.802778,28.768333
347,-25.99136,27.84208
348,-25.513889,31.224444
349,-25.398889,31.610556
350,-24.183889,30.823889
351,-23.281,30.54305556
352,-25.362222,31.956667
353,-29.380556,30.2775
354,-27.398611,26.614722
356,-25.81048333,27.90955222
357,-23.658056,31.05
359,-24.034167,31.123611
360,-24.99328,30.81444
361,-25.14944444,31.94055556
362,-27.937778,31.209444
363,-28.404444,30.013056
364,-26.880278,26.965
365,-31.000833,26.353056
366,-24.679167,30.8025
367,-24.99328,30.81444
368,-27.02314,28.59389
369,-28.760833,17.730278
370,-26.73806,27.59194
371,-25.49037,30.6986
372,-29.987778,29.851667
373,-29.744167,29.905833
374,-26.861111,28.884722
375,-26.970278,27.211111
376,-26.45,28.085833
377,-31.396,29.2651
378,-31.554722,29.245556
379,-27.356667,27.286389
381,-27.01011111,26.69808333
383,-25.20639,27.558
385,-25.73411,27.21422
386,-26.006389,29.253889
387,-26.03611,30.99778
388,-28.801278,31.955389
389,-30.733889,29.828333
391,-27.802778,28.768333
393,-27.398611,26.614722
394,-29.160278,26.573333
395,-30.568333,29.422778
396,-30.570833,29.150556
398,-27.495556,26.074722
399,-25.57877778,29.12747222
400,-28.801278,31.955389
401,-30.398056,30.601944
402,-30.27402,30.69602
403,-26.648056,27.089444
405,-31.031389,28.883333
406,-30.86013889,29.07125
407,-24.925278,29.324444
408,-27.00222,28.76528
409,-27.02314,28.59389
410,-30.160091,27.40124
411,-30.336111,27.359444
412,-30.830556,26.921389
413,-27.902778,24.615556
414,-34.031944,22.053333
415,-29.803611,30.516111
416,-22.43772222,31.07805556
417,-25.99136,27.84208
418,-34.039722,22.133333
419,-28.735556,29.820556
420,-27.802778,28.768333
421,-33.38056,19.30167
422,-33.31388889,19.07472222
423,-27.356667,27.286389
425,-27.398611,26.614722
426,-29.160278,26.573333
427,-30.830556,26.921389
428,-27.363611,31.783333
430,-27.902778,24.615556
431,-28.760833,17.730278
432,-26.861111,28.884722
433,-26.970278,27.211111
434,-26.45,28.085833
435,-27.01011111,26.69808333
437,-25.20639,27.558
441,-27.398611,26.614722
442,-27.495556,26.074722
443,-34.065833,20.404167
444,-28.75,30.442778
446,-26.880278,26.965
447,-33.897778,20.012778
448,-25.99136,27.84208
449,-29.380556,30.2775
450,-26.45,28.085833
451,-27.902778,24.615556
453,-25.57877778,29.12747222
454,-25.81048333,27.90955222
455,-26.006389,29.253889
456,-28.404444,30.013056
457,-27.802778,28.768333
458,-27.356667,27.286389
459,-27.937778,31.209444
461,-27.3,28.586944
462,-27.398611,26.614722
463,-27.00222,28.76528
464,-27.02314,28.59389
465,-26.648056,27.089444
466,-26.970278,27.211111
467,-28.760833,17.730278
468,-29.7775,29.470833
469,-29.744167,29.905833
470,-26.861111,28.884722
471,-26.970278,27.211111
472,-31.104278,29.399722
474,-25.20639,27.558
477,-24.034167,31.123611
478,-28.747778,31.745833
479,-30.733889,29.828333
481,-27.398611,26.614722
482,-29.160278,26.573333
483,-31.396,29.2651
485,-32.502778,19.535833
487,-27.495556,26.074722
488,-24.183889,30.823889
489,-28.801278,31.955389
490,-30.398056,30.601944
491,-30.27402,30.69602
492,-27.00222,28.76528
493,-27.02314,28.59389
494,-27.273889,28.49
495,-27.4275,28.525833
497,-22.225556,29.990556
498,-30.568333,29.422778
499,-30.570833,29.150556
500,-32.595833,19.009444
503,-24.679167,30.8025
504,-30.830556,26.921389
505,-30.13573889,30.67422222
506,-26.73806,27.59194
507,-31.000833,26.353056
508,-22.225556,29.990556
509,-22.225556,29.990556
510,-30.679722,26.7125
511,-31.031389,28.883333
512,-30.86013889,29.07125
513,-30.77586667,29.03221667
514,-24.925278,29.324444
515,-29.658056,25.973333
516,-30.534167,24.961944
517,-29.803611,30.516111
519,-25.99136,27.84208
520,-25.513889,31.224444
521,-26.861111,28.884722
522,-26.970278,27.211111
523,-34.031944,22.053333
524,-34.039722,22.133333
525,-33.38056,19.30167
526,-33.31388889,19.07472222
527,-27.01011111,26.69808333
529,-25.681111,31.783333
530,-25.67386,31.57527
532,-27.398611,26.614722
534,-28.338333,31.373611
536,-25.81048333,27.90955222
538,-26.880278,26.965
539,-28.801278,31.955389
542,-22.548889,28.898056
543,-22.43772222,31.07805556
544,-27.902778,24.615556
545,-28.760833,17.730278
546,-25.49037,30.6986
547,-28.75,30.442778
548,-26.73806,27.59194
549,-26.45,28.085833
550,-27.356667,27.286389
551,-22.935,28.004167
552,-33.980556,21.653333
554,-25.20639,27.558
556,-27.363611,31.783333
558,-27.802778,28.768333
560,-28.116667,26.725278
561,-27.398611,26.614722
562,-27.671111,27.236944
563,-28.69485,28.23487
565,-27.495556,26.074722
566,-34.065833,20.404167
567,-23.23572222,27.717
568,-28.75,30.442778
570,-26.648056,27.089444
571,-27.273889,28.49
572,-27.4275,28.525833
573,-27.3,28.586944
574,-27.398611,26.614722
576,-30.679722,26.7125
577,-34.250556,20.9925
578,-33.818056,19.694722
579,-34.075556,20.145556
580,-30.398056,30.601944
581,-30.27402,30.69602
582,-27.00222,28.76528
583,-27.02314,28.59389
584,-27.671111,27.236944
585,-27.356667,27.286389
586,-33.897778,20.012778
587,-27.902778,24.615556
588,-22.91028,29.61111
589,-25.99136,27.84208
590,-26.861111,28.884722
591,-26.970278,27.211111
592,-26.45,28.085833
593,-27.01011111,26.69808333
594,-29.380556,30.2775
595,-27.802778,28.768333
597,-27.398611,26.614722
598,-29.160278,26.573333
600,-25.81048333,27.90955222
601,-28.404444,30.013056
602,-27.00222,28.76528
603,-27.02314,28.59389
604,-26.648056,27.089444
605,-27.3,28.586944
607,-28.058889,30.373611
608,-27.937778,31.209444
610,-30.568333,29.422778
611,-28.760833,17.730278
612,-29.7775,29.470833
613,-29.987778,29.851667
614,-29.744167,29.905833
615,-26.73806,27.59194
616,-31.104278,29.399722
617,-31.396,29.2651
618,-31.554722,29.245556
619,-25.57877778,29.12747222
621,-25.20639,27.558
623,-23.658056,31.05
624,-26.006389,29.253889
625,-28.747778,31.745833
626,-30.733889,29.828333
628,-27.398611,26.614722
629,-30.86013889,29.07125
630,-30.570833,29.150556
631,-30.77586667,29.03221667
632,-27.495556,26.074722
633,-30.830556,26.921389
634,-22.769722,30.886944
635,-30.398056,30.601944
636,-30.27402,30.69602
637,-27.02314,28.59389
638,-26.880278,26.965
640,-24.925278,29.324444
641,-27.902778,24.615556
642,-29.803611,30.516111
644,-25.99136,27.84208
645,-27.671111,27.236944
646,-27.356667,27.286389
647,-31.860278,18.6875
648,-24.679167,30.8025
649,-28.735556,29.820556
650,-26.861111,28.884722
651,-27.00222,28.76528
652,-26.45,28.085833
653,-27.398611,26.614722
654,-34.031944,22.053333
656,-28.338333,31.373611
658,-25.81048333,27.90955222
659,-30.830556,26.921389
661,-24.034167,31.123611
662,-27.3,28.586944
664,-27.602222,29.942778
665,-30.679722,26.7125
666,-28.760833,17.730278
667,-27.602222,29.942778
668,-28.883333,27.89
671,-25.20639,27.558
673,-25.681111,31.783333
674,-26.970278,27.211111
675,-26.73806,27.59194
676,-34.039722,22.133333
677,-33.38056,19.30167
678,-33.31388889,19.07472222
679,-27.356667,27.286389
681,-27.01011111,26.69808333
682,-25.14944444,31.94055556
683,-24.9675,31.516667
684,-28.75,30.442778
687,-27.02314,28.59389
689,-27.398611,26.614722
692,-27.495556,26.074722
693,-30.27402,30.69602
694,-26.648056,27.089444
695,-26.880278,26.965
697,-28.376944,24.303056
698,-29.028629,24.638389
699,-28.69485,28.23487
700,-25.398889,31.610556
701,-27.573056,24.746389
702,-27.902778,24.615556
703,-26.861111,28.884722
704,-27.02314,28.59389
705,-26.45,28.085833
706,-31.396,29.2651
708,-29.380556,30.2775
709,-31.104278,29.399722
710,-33.818056,19.694722
712,-25.81048333,27.90955222
713,-24.282222,28.090278
714,-23.23572222,27.717
715,-26.03611,30.99778
716,-27.937778,31.209444
717,-28.404444,30.013056
718,-27.02314,28.59389
720,-28.1175,26.719444
721,-29.033333,23.983333
722,-30.568333,29.422778
724,-27.01011111,26.69808333
725,-22.935,28.004167
726,-22.91028,29.61111
728,-26.648056,27.089444
729,-26.970278,27.211111
730,-26.880278,26.965
733,-34.065833,20.404167
734,-34.065833,20.404167
735,-34.065833,20.404167
736,-27.398611,26.614722
737,-31.031389,28.883333
738,-30.86013889,29.07125
739,-30.77586667,29.03221667
740,-27.356667,27.286389
741,-33.897778,20.012778
742,-22.43772222,31.07805556
743,-28.760833,17.730278
744,-29.7775,29.470833
745,-29.987778,29.851667
746,-29.744167,29.905833
747,-26.73806,27.59194
748,-30.830556,26.921389
750,-25.20639,27.558
752,-23.658056,31.05
753,-30.733889,29.828333
755,-34.065833,20.404167
756,-34.065833,20.404167
757,-34.065833,20.404167
758,-27.671111,27.236944
759,-28.69485,28.23487
760,-28.883333,27.89
762,-30.27402,30.69602
763,-27.00222,28.76528
764,-27.02314,28.59389
765,-27.398611,26.614722
766,-34.065833,20.404167
768,-34.405833,19.600556
769,-27.495556,26.074722
770,-28.376944,24.303056
771,-34.065833,20.404167
772,-27.573056,24.746389
773,-27.902778,24.615556
775,-29.803611,30.516111
777,-25.99136,27.84208
778,-26.45,28.085833
780,-29.160278,26.573333
781,-23.281,30.54305556
782,-27.02314,28.59389
783,-26.648056,27.089444
784,-26.970278,27.211111
785,-26.880278,26.965
787,-29.160278,26.573333
788,-30.160091,27.40124
789,-28.883333,27.89
790,-34.039722,22.133333
791,-32.502778,19.535833
793,-34.005833,22.351111
796,-25.81048333,27.90955222
798,-22.769722,30.886944
799,-29.033333,23.983333
801,-31.860278,18.6875
802,-27.602222,29.942778
803,-27.3,28.586944
804,-27.573056,24.746389
805,-29.033333,23.983333
806,-30.160091,27.40124
807,-30.336111,27.359444
808,-34.250556,20.9925
809,-25.362222,31.956667
810,-25.14944444,31.94055556
811,-29.658056,25.973333
812,-31.000833,26.353056
813,-30.534167,24.961944
814,-28.760833,17.730278
815,-26.861111,28.884722
816,-26.73806,27.59194
817,-28.69485,28.23487
819,-25.20639,27.558
822,-33.38056,19.30167
823,-33.31388889,19.07472222
824,-27.495556,26.074722
826,-27.01011111,26.69808333
827,-28.75,30.442778
829,-30.534167,24.961944
831,-33.13083,18.86278
832,-31.000833,26.353056
833,-33.7075,18.97444444
834,-25.99136,27.84208
835,-26.861111,28.884722
836,-26.006389,29.253889
837,-29.380556,30.2775
838,-26.648056,27.089444
839,-26.880278,26.965
846,-25.81048333,27.90955222
847,-34.065833,20.404167
848,-23.23572222,27.717
849,-27.4275,28.525833
850,-27.935,26.126667
851,-29.033333,23.983333
852,-34.075556,20.145556
853,-22.91028,29.61111
854,-24.925278,29.324444
855,-26.905,32.324722
857,-27.398611,26.614722
858,-27.671111,27.236944
859,-28.404444,30.013056
860,-28.058889,30.373611
861,-28.760833,17.730278
862,-29.7775,29.470833
863,-29.987778,29.851667
864,-29.744167,29.905833
866,-26.45,28.085833
867,-27.4,26.624722
869,-25.20639,27.558
871,-30.733889,29.828333
872,-27.802778,28.768333
873,-30.160091,27.40124
874,-30.336111,27.359444
875,-34.405833,19.600556
876,-27.01011111,26.69808333
877,-30.830556,26.921389
878,-30.398056,30.601944
879,-27.00222,28.76528
880,-27.02314,28.59389
881,-26.970278,27.211111
882,-27.4275,28.525833
883,-27.3,28.586944
884,-27.398611,26.614722
885,-30.679722,26.7125
886,-27.495556,26.074722
887,-29.803611,30.516111
888,-26.73806,27.59194
889,-25.99136,27.84208
890,-26.861111,28.884722
891,-26.45,28.085833
892,-29.160278,26.573333
893,-27.01011111,26.69808333
894,-27.00222,28.76528
895,-26.880278,26.965
897,-28.69485,28.23487
899,-28.883333,27.89
902,-25.81048333,27.90955222
904,-27.602222,29.942778
905,-31.554722,29.245556
906,-34.039722,22.133333
907,-32.502778,19.535833
909,-31.860278,18.6875
910,-30.830556,26.921389
911,-22.43772222,31.07805556
912,-28.735556,29.820556
913,-31.000833,26.353056
914,-30.679722,26.7125
915,-30.160091,27.40124
916,-30.336111,27.359444
917,-30.568333,29.422778
918,-30.570833,29.150556
919,-31.104278,29.399722
920,-34.250556,20.9925
921,-27.573056,24.746389
922,-29.658056,25.973333
923,-30.534167,24.961944
925,-30.86013889,29.07125
926,-30.77586667,29.03221667
927,-23.838611,31.640833
928,-28.760833,17.730278
929,-26.970278,27.211111
930,-26.73806,27.59194
932,-24.679167,30.8025
934,-25.20639,27.558
937,-26.648056,27.089444
938,-29.160278,26.573333
939,-33.38056,19.30167
940,-33.31388889,19.07472222
941,-27.495556,26.074722
943,-22.769722,30.886944
945,-28.75,30.442778
947,-27.802778,28.768333
948,-29.033333,23.983333
949,-33.980556,21.653333
950,-33.980556,21.653333
951,-33.980556,21.653333
952,-33.980556,21.653333
953,-33.980556,21.653333
954,-33.980556,21.653333
955,-33.980556,21.653333
956,-33.980556,21.653333
957,-33.980556,21.653333
958,-33.980556,21.653333
959,-33.980556,21.653333
960,-33.980556,21.653333
961,-33.980556,21.653333
962,-33.980556,21.653333
963,-33.980556,21.653333
964,-33.980556,21.653333
965,-33.980556,21.653333
966,-33.980556,21.653333
967,-33.980556,21.653333
968,-33.980556,21.653333
969,-33.980556,21.653333
970,-33.980556,21.653333
971,-33.980556,21.653333
972,-33.980556,21.653333
973,-33.980556,21.653333
975,-33.980556,21.653333
976,-33.980556,21.653333
977,-33.980556,21.653333
978,-33.980556,21.653333
979,-33.980556,21.653333
980,-33.980556,21.653333
981,-33.980556,21.653333
982,-33.980556,21.653333
983,-33.980556,21.653333
984,-33.980556,21.653333
985,-33.980556,21.653333
986,-33.980556,21.653333
987,-33.980556,21.653333
988,-33.980556,21.653333
989,-33.980556,21.653333
990,-33.980556,21.653333
991,-33.980556,21.653333
992,-33.980556,21.653333
993,-33.980556,21.653333
994,-33.980556,21.653333
995,-33.980556,21.653333
996,-33.980556,21.653333
997,-33.980556,21.653333
998,-24.183889,30.823889
999,-23.281,30.54305556
1000,-27.671111,27.236944
1001,-27.902778,24.615556
1002,-28.376944,24.303056
1003,-29.658056,25.973333
1004,-30.534167,24.961944
1005,-22.225556,29.990556
1006,-24.282222,28.090278
1007,-25.99136,27.84208
1008,-29.380556,30.2775
1009,-26.861111,28.884722
1010,-26.45,28.085833
1011,-30.830556,26.921389
1012,-25.73411,27.21422
1013,-29.380556,30.2775
1015,-30.679722,26.7125
1017,-25.57877778,29.12747222
1019,-34.065833,20.404167
1020,-23.23572222,27.717
1021,-28.404444,30.013056
1023,-27.398611,26.614722
1025,-29.033333,23.983333
1026,-33.818056,19.694722
1027,-34.075556,20.145556
1028,-28.058889,30.373611
1029,-27.4,26.624722
1030,-27.01011111,26.69808333
1031,-22.225556,29.990556
1032,-22.91028,29.61111
1033,-24.925278,29.324444
1034,-30.398056,30.601944
1035,-30.27402,30.69602
1036,-26.648056,27.089444
1037,-26.970278,27.211111
1038,-26.880278,26.965
1043,-29.028629,24.638389
1045,-33.897778,20.012778
1047,-27.937778,31.209444
1048,-27.671111,27.236944
1049,-27.573056,24.746389
1053,-28.760833,17.730278
1055,-26.73806,27.59194
1057,-25.20639,27.558
1059,-27.00222,28.76528
1060,-34.405833,19.600556
1061,-27.495556,26.074722
1063,-34.329722,18.990278
1066,-27.902778,24.615556
1067,-25.99136,27.84208
1068,-26.861111,28.884722
1069,-26.45,28.085833
1070,-29.160278,26.573333
1071,-28.768056,20.720556
1072,-25.73411,27.21422
1073,-29.380556,30.2775
1074,-27.398611,26.614722
1075,-27.671111,27.236944
1076,-28.69485,28.23487
1078,-28.883333,27.89
1079,-31.104278,29.399722
1080,-31.396,29.2651
1081,-31.554722,29.245556
1082,-34.039722,22.133333
1083,-25.81048333,27.90955222
1085,-31.860278,18.6875
1086,-27.602222,29.942778
1087,-27.02314,28.59389
1088,-27.4275,28.525833
1089,-27.3,28.586944
1091,-29.033333,23.983333
1092,-30.160091,27.40124
1093,-30.336111,27.359444
1094,-30.568333,29.422778
1095,-30.86013889,29.07125
1096,-30.77586667,29.03221667
1098,-30.830556,26.921389
1099,-30.398056,30.601944
1100,-30.27402,30.69602
1101,-29.033333,23.983333
1102,-30.679722,26.7125
1103,-31.031389,28.883333
1104,-34.031944,22.053333
1105,-29.658056,25.973333
1106,-31.000833,26.353056
1107,-28.760833,17.730278
1108,-26.970278,27.211111
1109,-27.01011111,26.69808333
1110,-24.679167,30.8025
1111,-24.183889,30.823889
1113,-25.20639,27.558
1115,-24.925278,29.324444
1117,-26.648056,27.089444
1118,-26.880278,26.965
1119,-27.802778,28.768333
1121,-29.033333,23.983333
1122,-30.679722,26.7125
1123,-31.396,29.2651
1124,-33.38056,19.30167
1125,-33.31388889,19.07472222
1126,-27.495556,26.074722
1128,-28.75,30.442778
1129,-29.380556,30.2775
1130,-26.73806,27.59194
1131,-27.4275,28.525833
1132,-27.3,28.586944
1134,-29.028629,24.638389
1135,-30.160091,27.40124
1136,-34.250556,20.9925
1137,-33.7075,18.97444444
1139,-30.398056,30.601944
1141,-27.00222,28.76528
1142,-27.902778,24.615556
1144,-30.27402,30.69602
1145,-26.861111,28.884722
1146,-26.970278,27.211111
1147,-27.01011111,26.69808333
1149,-27.937778,31.209444
1150,-29.380556,30.2775
1151,-27.00222,28.76528
1152,-26.648056,27.089444
1153,-26.880278,26.965
1156,-28.058889,30.373611
1157,-25.57877778,29.12747222
1159,-25.81048333,27.90955222
1160,-34.065833,20.404167
1162,-28.404444,30.013056
1164,-29.033333,23.983333
1165,-33.818056,19.694722
1166,-34.075556,20.145556
1169,-27.398611,26.614722
1170,-33.897778,20.012778
1172,-28.760833,17.730278
1174,-25.513889,31.224444
1175,-29.7775,29.470833
1176,-29.987778,29.851667
1177,-29.744167,29.905833
1179,-26.73806,27.59194
1180,-26.45,28.085833
1181,-31.396,29.2651
1182,-31.554722,29.245556
1183,-24.282222,28.090278
1185,-25.20639,27.558
1186,-23.281,30.54305556
1187,-28.747778,31.745833
1188,-30.733889,29.828333
1189,-27.273889,28.49
1190,-27.3,28.586944
1191,-30.568333,29.422778
1192,-31.104278,29.399722
1194,-34.405833,19.600556
1196,-22.935,28.004167
1199,-28.801278,31.955389
1200,-30.27402,30.69602
1201,-27.802778,28.768333
1202,-27.398611,26.614722
1203,-31.031389,28.883333
1204,-30.86013889,29.07125
1205,-30.77586667,29.03221667
1206,-27.495556,26.074722
1207,-24.99328,30.81444
1208,-30.13573889,30.67422222
1209,-27.573056,24.746389
1210,-27.902778,24.615556
1211,-29.803611,30.516111
1212,-26.861111,28.884722
1213,-29.160278,26.573333
1214,-26.03611,30.99778
1215,-27.398611,26.614722
1216,-27.671111,27.236944
1217,-30.160091,27.40124
1218,-30.336111,27.359444
1219,-28.69485,28.23487
1220,-28.883333,27.89
1223,-28.338333,31.373611
1225,-27.4,26.624722
1227,-25.81048333,27.90955222
1229,-31.860278,18.6875
1230,-27.00222,28.76528
1231,-27.02314,28.59389
1232,-27.273889,28.49
1233,-27.4275,28.525833
1234,-27.3,28.586944
1235,-30.830556,26.921389
1236,-30.679722,26.7125
1237,-30.160091,27.40124
1238,-30.336111,27.359444
1239,-31.000833,26.353056
1241,-28.760833,17.730278
1242,-27.602222,29.942778
1244,-27.01011111,26.69808333
1245,-24.183889,30.823889
1247,-25.20639,27.558
1249,-25.73411,27.21422
1250,-27.363611,31.783333
1251,-26.648056,27.089444
1252,-26.970278,27.211111
1253,-26.880278,26.965
1255,-27.573056,24.746389
1256,-29.028629,24.638389
1257,-30.160091,27.40124
1258,-33.31388889,19.07472222
1261,-26.905,32.324722
1262,-26.73806,27.59194
1263,-31.000833,26.353056
1264,-30.679722,26.7125
1265,-33.7075,18.97444444
1266,-24.679167,30.8025
1267,-34.250556,20.9925
1268,-34.031944,22.053333
1269,-34.039722,22.133333
1271,-27.01011111,26.69808333
1272,-25.99136,27.84208
1273,-26.861111,28.884722
1274,-26.73806,27.59194
1277,-29.380556,30.2775
1278,-27.00222,28.76528
1279,-26.648056,27.089444
1280,-26.970278,27.211111
1281,-26.880278,26.965
1285,-33.818056,19.694722
1287,-28.7115,24.07288889
1288,-25.81048333,27.90955222
1289,-26.006389,29.253889
1290,-29.1825,23.575556
1291,-34.075556,20.145556
1293,-28.404444,30.013056
1295,-29.028629,24.638389
1296,-28.058889,30.373611
1297,-25.57877778,29.12747222
1298,-27.937778,31.209444
1299,-28.760833,17.730278
1301,-29.7775,29.470833
