Latitude,Longitude,Sample Date,platform,diff_days,collection,pixels_water,w_coastal,w_blue,w_green,w_red,w_lwir11,w_mndwi,w_clorofila,w_turbid_ndti,l_nir,l_swir16,l_swir22,l_ndvi,l_ndmi
-27.01011111,26.69808333,12-04-2011,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-26.006389,29.253889,12-04-2011,landsat-5,2.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,12-04-2011,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,12-04-2011,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-25.57877778,29.12747222,12-04-2011,landsat-5,2.0,L2,0.0,,,,,,,,,,,,,
-24.925278,29.324444,14-04-2011,landsat-5,0.0,L2,0.0,,,,,,,,,,,,,
-27.00222,28.76528,14-04-2011,landsat-5,0.0,L2,0.0,,,,,,,,,,,,,
-27.02314,28.59389,14-04-2011,landsat-5,0.0,L2,0.0,,,,,,,,,,,,,
-29.803611,30.516111,15-04-2011,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,20-04-2011,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,25-04-2011,landsat-5,11.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,03-05-2011,landsat-5,19.0,L2,0.0,,,,,,,,,,,,,
-25.45963889,28.26430556,03-05-2011,landsat-5,19.0,L2,0.0,,,,,,,,,,,,,
-25.57877778,29.12747222,03-05-2011,landsat-5,19.0,L2,0.0,,,,,,,,,,,,,
-25.81048333,27.90955222,04-05-2011,landsat-5,20.0,L2,0.0,,,,,,,,,,,,,
-32.595833,19.009444,11-05-2011,landsat-7,0.0,L2,0.0,,,,,,,,,,,,,
-25.45963889,28.26430556,17-05-2011,landsat-5,33.0,L2,0.0,,,,,,,,,,,,,
-25.81048333,27.90955222,18-05-2011,landsat-5,34.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,23-05-2011,landsat-5,39.0,L2,0.0,,,,,,,,,,,,,
-28.141944,26.417778,24-05-2011,landsat-7,9.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,30-05-2011,landsat-5,46.0,L2,0.0,,,,,,,,,,,,,
-25.45963889,28.26430556,31-05-2011,landsat-5,47.0,L2,0.0,,,,,,,,,,,,,
-25.81048333,27.90955222,01-06-2011,landsat-5,48.0,L2,0.0,,,,,,,,,,,,,
-24.679167,30.8025,14-06-2011,,,,,,,,,,,,,,,,,
-27.602222,29.942778,16-06-2011,,,,,,,,,,,,,,,,,
-27.602222,29.942778,20-06-2011,,,,,,,,,,,,,,,,,
-25.127778,27.628889,21-06-2011,,,,,,,,,,,,,,,,,
-25.20639,27.558,21-06-2011,,,,,,,,,,,,,,,,,
-24.69514,27.40906,21-06-2011,,,,,,,,,,,,,,,,,
-26.648056,27.089444,23-06-2011,,,,,,,,,,,,,,,,,
-23.23572222,27.717,29-06-2011,,,,,,,,,,,,,,,,,
-28.141944,26.417778,29-06-2011,landsat-7,45.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,30-06-2011,,,,,,,,,,,,,,,,,
-22.935,28.004167,30-06-2011,,,,,,,,,,,,,,,,,
-26.648056,27.089444,30-06-2011,,,,,,,,,,,,,,,,,
-26.970278,27.211111,30-06-2011,,,,,,,,,,,,,,,,,
-26.880278,26.965,30-06-2011,,,,,,,,,,,,,,,,,
-27.38972222,26.46388889,30-06-2011,,,,,,,,,,,,,,,,,
-26.98472222,26.63227778,30-06-2011,,,,,,,,,,,,,,,,,
-27.398611,26.614722,30-06-2011,,,,,,,,,,,,,,,,,
-25.127778,27.628889,05-07-2011,,,,,,,,,,,,,,,,,
-25.20639,27.558,05-07-2011,,,,,,,,,,,,,,,,,
-24.69514,27.40906,05-07-2011,,,,,,,,,,,,,,,,,
-28.96362,19.15486,09-07-2011,,,,,,,,,,,,,,,,,
-29.641944,30.6875,13-07-2011,landsat-7,32.0,L2,0.0,,,,,,,,,,,,,
-25.127778,27.628889,19-07-2011,,,,,,,,,,,,,,,,,
-25.20639,27.558,19-07-2011,,,,,,,,,,,,,,,,,
-24.69514,27.40906,19-07-2011,,,,,,,,,,,,,,,,,
-33.980556,21.653333,25-10-2011,,,,,,,,,,,,,,,,,
-33.980556,21.653333,15-02-2012,landsat-7,6.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,03-10-2012,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,06-11-2012,landsat-7,15.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,12-06-2013,landsat-8,15.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,05-12-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,07-01-2014,landsat-7,6.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,18-02-2014,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,11-09-2014,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,02-12-2014,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,10-03-2015,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,14-04-2015,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-33.980556,21.653333,19-05-2015,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-34.092222,21.295278,25-10-2011,,,,,,,,,,,,,,,,,
-34.031944,22.053333,15-11-2011,,,,,,,,,,,,,,,,,
-34.039722,22.133333,15-11-2011,,,,,,,,,,,,,,,,,
-27.01011111,26.69808333,21-11-2011,landsat-7,2.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,21-11-2011,landsat-7,2.0,L2,0.0,,,,,,,,,,,,,
-29.651389,22.746389,22-11-2011,,,,,,,,,,,,,,,,,
-29.803611,30.516111,25-11-2011,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-29.658056,25.973333,02-12-2011,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-29.658056,25.973333,06-12-2011,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,07-12-2011,landsat-7,14.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,07-12-2011,landsat-7,14.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,12-12-2011,landsat-7,19.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,12-12-2011,landsat-7,19.0,L2,0.0,,,,,,,,,,,,,
-29.658056,25.973333,23-12-2011,landsat-7,14.0,L2,0.0,,,,,,,,,,,,,
-29.641944,30.6875,28-12-2011,landsat-7,8.0,L2,0.0,,,,,,,,,,,,,
-29.803611,30.516111,13-01-2012,landsat-7,8.0,L2,0.0,,,,,,,,,,,,,
-25.73411,27.21422,29-03-2011,landsat-5,7.0,L2,0.0,,,,,,,,,,,,,
-25.73411,27.21422,11-02-2014,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-32.595833,19.009444,18-01-2012,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-33.13083,18.86278,25-01-2012,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-29.641944,30.6875,28-01-2012,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-30.336111,27.359444,02-02-2012,landsat-7,2.0,L2,0.0,,,,,,,,,,,,,
-29.042222,24.6,06-02-2012,landsat-7,12.0,L2,0.0,,,,,,,,,,,,,
-29.028629,24.638389,08-02-2012,landsat-7,10.0,L2,0.0,,,,,,,,,,,,,
-29.803611,30.516111,10-02-2012,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,26-03-2012,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,03-04-2012,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-27.4,26.624722,03-04-2012,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,10-04-2012,landsat-7,11.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,10-04-2012,landsat-7,11.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,12-04-2012,landsat-7,13.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,18-04-2012,landsat-7,19.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,18-04-2012,landsat-7,19.0,L2,0.0,,,,,,,,,,,,,
-34.329722,18.990278,21-06-2012,,,,,,,,,,,,,,,,,
-27.398611,26.614722,02-08-2012,,,,,,,,,,,,,,,,,
-26.970278,27.211111,06-08-2012,,,,,,,,,,,,,,,,,
-27.01011111,26.69808333,07-08-2012,,,,,,,,,,,,,,,,,
-26.880278,26.965,07-08-2012,,,,,,,,,,,,,,,,,
-26.98472222,26.63227778,07-08-2012,,,,,,,,,,,,,,,,,
-27.398611,26.614722,07-08-2012,,,,,,,,,,,,,,,,,
-29.641944,30.6875,27-08-2012,landsat-7,5.0,L2,0.0,,,,,,,,,,,,,
-29.641944,30.6875,06-09-2012,landsat-7,5.0,L2,0.0,,,,,,,,,,,,,
-32.595833,19.009444,19-09-2012,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-22.769722,30.886944,03-10-2012,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-30.336111,27.359444,11-10-2012,landsat-7,6.0,L2,0.0,,,,,,,,,,,,,
-29.803611,30.516111,12-10-2012,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-30.336111,27.359444,24-10-2012,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-34.075556,20.145556,06-11-2012,landsat-7,8.0,L2,0.0,,,,,,,,,,,,,
-29.042222,24.6,27-11-2012,landsat-7,5.0,L2,12366.0,,1.219836875303251,0.7502875204188907,0.94845080361475,-17.705531923755437,0.2898271668309071,0.53943879367607,0.1075300941822633,,,,,
-29.028629,24.638389,27-11-2012,landsat-7,5.0,L2,12448.0,,1.6022124999999998,1.6007372513656812,1.6022124999999998,-55.886545404503515,0.5863933276495964,0.37369438408686606,0.0007450167798821099,,,,,
-34.075556,20.145556,27-11-2012,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-33.13083,18.86278,04-12-2012,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,05-12-2012,landsat-7,6.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,05-12-2012,landsat-7,6.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,06-12-2012,landsat-7,5.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,11-12-2012,landsat-7,0.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,11-12-2012,landsat-7,0.0,L2,0.0,,,,,,,,,,,,,
-28.141944,26.417778,12-12-2012,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-27.937778,31.209444,13-12-2012,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,13-12-2012,landsat-7,2.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,19-12-2012,landsat-7,8.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,19-12-2012,landsat-7,8.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,03-01-2013,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-22.769722,30.886944,09-01-2013,landsat-7,5.0,L2,0.0,,,,,,,,,,,,,
-29.028629,24.638389,10-01-2013,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-29.803611,30.516111,11-01-2013,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-34.075556,20.145556,15-01-2013,landsat-7,2.0,L2,0.0,,,,,,,,,,,,,
-30.160091,27.40124,31-01-2013,landsat-7,6.0,L2,0.0,,,,,,,,,,,,,
-30.160091,27.40124,07-02-2013,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,26-02-2013,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,26-02-2013,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-29.641944,30.6875,27-02-2013,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,05-03-2013,landsat-7,4.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,06-03-2013,landsat-7,5.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,06-03-2013,landsat-7,5.0,L2,0.0,,,,,,,,,,,,,
-29.1825,23.575556,25-03-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,26-03-2013,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,26-03-2013,landsat-7,7.0,L2,0.0,,,,,,,,,,,,,
-29.1825,23.575556,26-03-2013,landsat-8,5.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,03-04-2013,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,03-04-2013,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-27.398611,26.614722,03-04-2013,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-34.065833,20.404167,09-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-24.183889,30.823889,09-04-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-27.3,28.586944,09-04-2013,landsat-8,10.0,L2,0.0,,,,,,,,,,,,,
-23.658056,31.05,10-04-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,10-04-2013,landsat-8,9.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,11-04-2013,landsat-7,9.0,L2,0.0,,,,,,,,,,,,,
-22.769722,30.886944,11-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-26.861111,28.884722,11-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-27.00222,28.76528,11-04-2013,landsat-8,8.0,L2,2291.0,0.8204300643823657,0.7889741695766042,0.7183643005237887,0.7102157420340464,-124.14999999999996,0.8002163491535504,0.8397433491167242,-0.0061454851100032895,,,,,
-33.897778,20.012778,11-04-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-25.81048333,27.90955222,15-04-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-25.99136,27.84208,15-04-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,15-04-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-26.861111,28.884722,16-04-2013,landsat-8,3.0,L2,11.0,0.9099925,0.8790325,0.8143125000000001,0.7893825000000002,-24.900642530909067,0.8963954717418684,0.8164381425529729,-0.015565168416719429,,,,,
-27.00222,28.76528,16-04-2013,landsat-8,3.0,L2,2291.0,0.8204300643823657,0.7889741695766042,0.7183643005237887,0.7102157420340464,-124.14999999999996,0.8002163491535504,0.8397433491167242,-0.0061454851100032895,,,,,
-28.883333,27.89,16-04-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-25.45963889,28.26430556,16-04-2013,landsat-8,3.0,L2,36.0,0.49773229166666666,0.4819839583333333,0.4215190972222222,0.41657673611111107,6.637022335000015,0.15318013403792824,0.9712928297321297,-0.0062619172811263805,,,,,
-29.161667,23.696389,17-04-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-26.73806,27.59194,17-04-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-28.69485,28.23487,17-04-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-34.250556,20.9925,17-04-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-25.49037,30.6986,18-04-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-30.27402,30.69602,18-04-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-29.042222,24.6,18-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-29.028629,24.638389,18-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-29.033333,23.983333,18-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-25.447222,30.711667,18-04-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-23.838611,31.640833,22-04-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,22-04-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-27.00222,28.76528,23-04-2013,landsat-8,4.0,L2,2291.0,0.8204300643823657,0.7889741695766042,0.7183643005237887,0.7102157420340464,-124.14999999999996,0.8002163491535504,0.8397433491167242,-0.0061454851100032895,,,,,
-28.747778,31.745833,07-05-2013,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-31.104278,29.399722,14-05-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-28.44555556,32.325,08-08-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,17-05-2013,landsat-7,3.0,L2,0.0,,,,,,,,,,,,,
-27.01011111,26.69808333,21-05-2013,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-31.860278,18.6875,21-05-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-26.98472222,26.63227778,21-05-2013,landsat-7,1.0,L2,0.0,,,,,,,,,,,,,
-33.13083,18.86278,22-05-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-33.7075,18.97444444,22-05-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-33.31388889,19.07472222,23-05-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-34.065833,20.404167,04-06-2013,landsat-8,9.0,L2,0.0,,,,,,,,,,,,,
-34.075556,20.145556,04-06-2013,landsat-8,9.0,L2,0.0,,,,,,,,,,,,,
-34.405833,19.600556,05-06-2013,landsat-8,10.0,L2,0.0,,,,,,,,,,,,,
-30.398056,30.601944,12-06-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-28.44555556,32.325,05-09-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-34.250556,20.9925,20-06-2013,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-33.501667,21.624167,24-06-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-29.744167,29.905833,28-06-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-34.031944,22.053333,02-07-2013,landsat-8,5.0,L2,0.0,,,,,,,,,,,,,
-34.075556,20.145556,02-07-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-34.039722,22.133333,03-07-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-31.394444,20.947222,04-07-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-29.161667,30.629722,05-07-2013,landsat-8,5.0,L2,0.0,,,,,,,,,,,,,
-29.7775,29.470833,08-07-2013,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-29.987778,29.851667,08-07-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-29.744167,29.905833,08-07-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-30.733889,29.828333,09-07-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-31.396,29.2651,09-07-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-31.554722,29.245556,09-07-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-28.338333,31.373611,09-07-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-30.398056,30.601944,10-07-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-30.27402,30.69602,10-07-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-31.104278,29.399722,10-07-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-30.13573889,30.67422222,11-07-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-28.735556,29.820556,15-07-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-29.641944,30.6875,17-07-2013,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-29.744167,29.905833,18-07-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-32.595833,19.009444,23-07-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-33.7075,18.97444444,24-07-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-33.31388889,19.07472222,25-07-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-34.075556,20.145556,30-07-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-33.897778,20.012778,01-08-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-25.45963889,28.26430556,06-08-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-27.02314,28.59389,07-08-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-27.273889,28.49,07-08-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-27.4275,28.525833,07-08-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-27.3,28.586944,07-08-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-28.44555556,32.325,01-10-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-26.73806,27.59194,12-08-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-26.45,28.085833,12-08-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-33.38056,19.30167,12-08-2013,landsat-8,0.0,L2,0.0,,,,,,,,,,,,,
-27.00222,28.76528,13-08-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-23.838611,31.640833,14-08-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-24.058889,31.237222,14-08-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
-33.13083,18.86278,14-08-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-33.818056,19.694722,26-08-2013,landsat-8,2.0,L2,0.0,,,,,,,,,,,,,
-33.897778,20.012778,29-08-2013,landsat-8,8.0,L2,0.0,,,,,,,,,,,,,
-30.336111,27.359444,04-09-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-29.615556,27.065278,04-09-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-30.830556,26.921389,05-09-2013,landsat-8,5.0,L2,0.0,,,,,,,,,,,,,
-28.44555556,32.325,03-10-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-30.13573889,30.67422222,05-09-2013,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-30.160091,27.40124,05-09-2013,landsat-8,5.0,L2,0.0,,,,,,,,,,,,,
-29.803611,30.516111,06-09-2013,landsat-8,6.0,L2,0.0,,,,,,,,,,,,,
-34.005833,22.351111,09-09-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-29.641944,30.6875,11-09-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-27.363611,31.783333,11-09-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-26.03611,30.99778,16-09-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-28.75,30.442778,19-09-2013,landsat-8,7.0,L2,0.0,,,,,,,,,,,,,
-29.744167,29.905833,20-09-2013,landsat-8,1.0,L2,0.0,,,,,,,,,,,,,
-29.380556,30.2775,23-09-2013,landsat-8,5.0,L2,0.0,,,,,,,,,,,,,
-28.747778,31.745833,24-09-2013,landsat-8,4.0,L2,0.0,,,,,,,,,,,,,
-29.140556,31.391944,25-09-2013,landsat-8,3.0,L2,0.0,,,,,,,,,,,,,
