Latitude,Longitude,Sample Date,nir,green,swir16,swir22,coastal,blue,red,lwir11,NDMI,MNDWI,Clorfilia,Turbidity,NDTI,NDVI
-32.502778,19.535833,2011-01-04,17653.0,13104.0,19330.0,16984.0,,10579.0,14613.0,,-0.0453451585863774,-0.191959055312326,1.2386804046751017,1.3813214860627565,0.0544431215499511,0.0942168226616249
-25.45963889,28.26430556,2011-01-04,13959.0,9926.0,15156.5,12552.5,,9139.0,11096.0,,-0.0411292953924884,-0.2085318449117902,1.0861144546355073,1.2141372142372142,0.0556559794500996,0.1142686090600674
-27.495556,26.074722,2011-01-04,17937.5,11044.5,18143.5,14152.5,,,,,-0.0057093761259388,-0.2432163902973816,,,,
-26.648056,27.089444,2011-01-05,19310.5,9597.0,12954.5,9447.5,,8535.0,8963.5,,0.1969936463660307,-0.1488814491275518,1.1244288225956065,1.0502050381785002,-0.0341316236092775,0.3659545872533056
-26.970278,27.211111,2011-01-05,11076.0,10352.0,7909.0,7729.5,,9549.0,10779.0,,0.1668159072952322,0.1337823777449201,1.084092575238758,1.128809299503079,0.020207278406133,0.013589567604667
-27.38972222,26.46388889,2011-01-05,15218.0,12371.5,14291.0,12090.0,,11841.0,12765.5,,0.0314141448371682,-0.0719924988279416,1.0448019593939786,1.0780761760986488,0.0156741058996697,0.0876409312630654
-27.044444,27.005,2011-01-05,25037.5,19133.5,22864.5,19121.5,,17701.0,19154.5,,0.0453634503778546,-0.088837563693509,1.0809276313072764,1.0821140049584823,0.0005484747179272,0.1331236422881966
-30.830556,26.921389,2011-01-06,12845.0,9640.0,10285.5,9020.0,,8889.0,9638.0,,0.1106547631914567,-0.0323956738852222,1.084486444019451,1.0842614468319158,-0.0001037452017844,0.1426411066138854
-27.00222,28.76528,2011-01-06,13724.0,9691.0,13005.5,10754.5,,8743.0,9947.0,,0.0268804130268054,-0.1460357323816441,1.108429600923516,1.1377101682345077,0.0130359507078113,0.159562333657217
-27.02314,28.59389,2011-01-06,11490.5,9969.5,10372.5,9135.0,,8893.0,10129.0,,0.0511366235191874,-0.0198112280011797,1.121050264352783,1.138985719204914,0.0079359156155931,0.0629755544762827
-30.679722,26.7125,2011-01-06,10973.5,8966.5,7961.0,7748.0,,8518.5,9016.0,,0.1591011117272695,0.0594003839905475,1.0525914187769971,1.0584023009745671,0.0027526762129848,0.0979264113659666
-30.160091,27.40124,2011-01-06,15444.5,10740.0,15113.5,11890.5,,9521.0,11418.5,,0.0108318607238693,-0.1691647165760915,1.1280327697670518,1.1992962925062598,0.0306203037209196,0.1498715705617386
-32.595833,19.009444,2011-01-06,15218.5,10334.0,14735.0,12208.5,,9227.5,10903.5,,0.0161416862804012,-0.175555466911324,1.119913302728014,1.181630994410485,0.0268157739846967,0.1651864328918147
-25.99136,27.84208,2011-01-10,18631.5,11771.5,16495.0,12815.0,,10629.0,11898.0,,0.0608230253512303,-0.1671059381246346,1.1074889454382255,1.1193903472634208,0.005344430596337,0.2205571660197506
-26.73806,27.59194,2011-01-10,9089.5,9167.0,7963.0,7740.0,,8719.0,8961.0,,0.066060694912769,0.0702860478692348,1.0513820393246818,1.0277554766454755,-0.0113636363636363,0.0071189163735076
-26.45,28.085833,2011-01-10,15210.0,10720.0,17974.0,14201.0,,9502.5,12540.0,,-0.0832931533269042,-0.2528054645570494,1.1281241779479347,1.31965272306764,0.0782459157351673,0.0962162162162158
-30.86013889,29.07125,2011-01-10,14558.0,10724.5,11450.0,10000.5,,9396.0,11634.0,,0.1195016917871419,-0.0327177613925904,1.1413899532715623,1.2381864624243937,0.040678041907999,0.1116371411117894
-27.356667,27.286389,2011-01-10,16828.5,9502.5,12665.5,9643.0,,,,,0.1411473520037969,-0.1426831468783826,,,,
-27.01011111,26.69808333,2011-01-11,15022.5,10741.0,10585.5,8962.0,,10109.5,10900.0,,0.1732661668228672,0.0072913980259301,1.0624659974292447,1.078193778229482,0.0073471651032761,0.1590317291927855
-25.73411,27.21422,2011-01-11,21914.0,17765.0,22170.5,17965.5,,16362.5,17879.5,,-0.005818371536481,-0.1103153835559837,1.0857142858142856,1.0927119939884644,0.0032122767888453,0.1013859047331848
-26.98472222,26.63227778,2011-01-11,10464.5,10697.5,8177.0,7864.5,,9763.0,11162.5,,0.1227100823431584,0.133539961323478,1.095718529240633,1.1433473318627778,0.0212717291857272,-0.0322744717251582
-27.398611,26.614722,2011-01-11,10411.0,8569.5,8737.5,8111.0,,8360.0,8422.5,,0.087395879572812,-0.0097070549488645,1.0250598087124403,1.007476076655024,-0.0086511299435027,0.1055831364324204
-27.671111,27.236944,2011-01-11,22506.5,17609.5,19994.0,18637.0,,16789.5,17986.5,,0.0591169515652755,-0.0634116505112554,1.048840048940049,1.0712945591994372,0.010591077649174,0.1116242313486278
-29.160278,26.573333,2011-01-11,15215.0,9791.0,13390.0,11085.5,,8892.0,9761.0,,0.063800034958923,-0.155256460031922,1.101102114360009,1.0977282951967162,-0.0015343698854337,0.2183696348494546
-34.250556,20.9925,2011-01-11,12323.0,9019.0,13161.0,10800.5,,8456.0,9192.0,,-0.0328833778056818,-0.1867448151487818,1.0665799433355725,1.087038789125544,0.0094997528966009,0.1455263769463158
-25.45963889,28.26430556,2011-01-11,13959.0,9926.0,15156.5,12552.5,,9139.0,11096.0,,-0.0411292953924884,-0.2085318449117902,1.0861144546355073,1.2141372142372142,0.0556559794500996,0.1142686090600674
-25.81048333,27.90955222,2011-01-12,16870.5,9753.0,13408.0,10257.0,,8693.0,9553.5,,0.1143550704295123,-0.1578083847847668,1.1219371909432072,1.09898769134583,-0.0103333074353196,0.2769073569482279
-27.273889,28.49,2011-01-12,12333.0,9060.0,9264.5,8181.0,,8456.5,9407.5,,0.1420766292394946,-0.0111599225081174,1.0713652221185657,1.1124578727423462,0.0188168403952889,0.134564522435086
-27.4275,28.525833,2011-01-12,16767.0,10794.0,18026.5,15340.5,,9231.0,11296.0,,-0.0361992900972881,-0.2509498447285778,1.1693207670808254,1.2237027408648142,0.0227252150294249,0.194954210169974
-28.883333,27.89,2011-01-12,16227.0,9491.0,12407.5,9783.0,,8787.0,9408.0,,0.1333880458887002,-0.1331826380802332,1.0801183567632526,1.0706725845998293,-0.004391766760146,0.2660035108250428
-27.00222,28.76528,2011-01-13,13724.0,9691.0,13005.5,10754.5,,8743.0,9947.0,,0.0268804130268054,-0.1460357323816441,1.108429600923516,1.1377101682345077,0.0130359507078113,0.159562333657217
-27.02314,28.59389,2011-01-13,11490.5,9969.5,10372.5,9135.0,,8893.0,10129.0,,0.0511366235191874,-0.0198112280011797,1.121050264352783,1.138985719204914,0.0079359156155931,0.0629755544762827
-30.534167,24.961944,2011-01-13,14489.5,10561.0,14940.5,12882.0,,9715.0,10916.5,,-0.0153244988107372,-0.1717349959806279,1.0870818323182192,1.1236747298992795,0.0165522057967639,0.1406360702196326
-28.460833,21.248889,2011-01-13,14599.0,12046.5,12067.0,11038.5,,10832.0,13063.0,,0.0949523738093448,-0.000850146183673,1.1121214919759232,1.205963811030576,0.0404826858360379,0.0555274383630971
-29.658056,25.973333,2011-01-14,27608.5,65535.0,65535.0,23743.0,,65535.0,65535.0,,-0.4071835393774118,0.0,1.0000000001,1.0000000001,0.0,-0.4071835393774118
-28.760833,17.730278,2011-01-16,11190.0,11426.0,7687.5,7645.0,,9557.0,12802.0,,0.1855383392928079,0.1955947367044225,1.1955634614372397,1.3395416972853091,0.056793792306422,-0.0671890630210067
-25.513889,31.224444,2011-01-17,17837.5,9732.0,13539.0,10302.0,,8666.5,9507.0,,0.1369974343856066,-0.163594173005027,1.1229446721129233,1.0969826343814284,-0.0116949945423358,0.3046499296019298
-26.861111,28.884722,2011-01-17,17658.5,9550.0,13746.5,10574.0,,8691.0,9241.5,,0.1245661518866418,-0.1801343549460211,1.0988378783648718,1.0633413877423887,-0.0164169970465369,0.3128996282527869
-31.554722,29.245556,2011-01-17,20186.5,11261.0,14131.0,10876.0,,10825.5,10833.0,,0.1764551613608212,-0.1130277252678004,1.040229088825694,1.000692808746252,-0.0193717751425725,0.3015361304985564
-28.058889,30.373611,2011-01-17,14514.0,9326.0,12189.5,9706.0,,8452.5,9431.0,,0.087048514239706,-0.1330900978364428,1.1033422065477965,1.1157645667962437,0.0055979101135575,0.2122781373982033
-25.127778,27.628889,2011-01-18,7814.0,5189.5,6664.0,5222.0,,4984.0,5122.0,,0.0794308606161066,-0.1243936390095741,1.0412319423150882,1.0276886036313002,-0.0065460893177519,0.208101422387135
-25.20639,27.558,2011-01-18,14137.5,10466.5,10315.5,8536.0,,10039.0,9985.0,,0.1562998405103662,0.0072659031854489,1.0425839228014644,0.9946209782850782,-0.0235435053663544,0.1721421909006107
-24.69514,27.40906,2011-01-18,15543.0,10647.0,11919.5,9642.5,,9921.0,10524.0,,0.1319435593991802,-0.0563888950435377,1.0731781071456608,1.060780163389991,-0.0058098342071701,0.1925422948555638
-25.681111,31.783333,2011-01-18,33388.5,29331.0,65535.0,27147.0,,65535.0,29783.5,,-0.3249632291619278,-0.3816330402884064,0.4475623713520028,0.4544670787602579,0.0076546363413375,0.0570664218324573
-27.802778,28.768333,2011-01-18,12128.5,9803.5,9325.0,8486.0,,8857.5,9811.5,,0.1306779779523148,0.0250150299291631,1.1068021451747954,1.10770533456232,0.0004078511343359,0.1056061987237916
-27.398611,26.614722,2011-01-18,10411.0,8569.5,8737.5,8111.0,,8360.0,8422.5,,0.087395879572812,-0.0097070549488645,1.0250598087124403,1.007476076655024,-0.0086511299435027,0.1055831364324204
-31.104278,29.399722,2011-01-18,,,,,,,,,,,,,,
-31.396,29.2651,2011-01-18,13604.0,11142.5,8819.0,8402.0,,9865.0,12570.0,,0.213396958480131,0.1163990682062965,1.129498226151698,1.2742017233640648,0.0602003162888769,0.0395048521433482
-33.38056,19.30167,2011-01-18,15820.0,10665.5,16377.5,13975.0,,9572.0,11320.5,,-0.0173150089292646,-0.2112191694708419,1.1142394484911409,1.1826681990134975,0.0297916856181204,0.16578544978906
-33.31388889,19.07472222,2011-01-18,13162.5,9546.5,12786.0,10889.0,,8765.0,9965.0,,0.014509509220186,-0.1450576514049025,1.089161437635653,1.1369081575443811,0.0214488891166746,0.1382553237487833
-27.495556,26.074722,2011-01-18,17937.5,11044.5,18143.5,14152.5,,,,,-0.0057093761259388,-0.2432163902973816,,,,
-24.39619444,27.08983333,2011-01-19,,,,,,,,,,,,,,
-26.970278,27.211111,2011-01-19,11076.0,10352.0,7909.0,7729.5,,9549.0,10779.0,,0.1668159072952322,0.1337823777449201,1.084092575238758,1.128809299503079,0.020207278406133,0.013589567604667
-26.880278,26.965,2011-01-19,11613.0,12114.0,8402.0,7982.0,,10960.0,12663.0,,0.1604296777416929,0.1809319555468893,1.1052919709029196,1.155383211778832,0.0221576462041408,-0.0432525951557091
-27.273889,28.49,2011-01-19,12333.0,9060.0,9264.5,8181.0,,8456.5,9407.5,,0.1420766292394946,-0.0111599225081174,1.0713652221185657,1.1124578727423462,0.0188168403952889,0.134564522435086
-27.3,28.586944,2011-01-19,14954.0,9636.0,14753.0,11537.5,,8561.0,9929.5,,0.0067660820681993,-0.2098077001927089,1.1255694429221,1.1598528210321342,0.0150008944315248,0.2019209516346165
-27.044444,27.005,2011-01-19,25037.5,19133.5,22864.5,19121.5,,17701.0,19154.5,,0.0453634503778546,-0.088837563693509,1.0809276313072764,1.0821140049584823,0.0005484747179272,0.1331236422881966
-30.568333,29.422778,2011-01-19,16880.0,9196.5,12987.5,10366.5,,8429.5,8964.5,,0.1303256047543312,-0.1708889289578066,1.0909899757806454,1.06346758417972,-0.0127746269478552,0.3062740621795728
-30.570833,29.150556,2011-01-19,,,,,,,,,,,,,,
-34.031944,22.053333,2011-01-19,11058.0,8314.0,11065.0,9696.0,,8114.0,8461.0,,-0.0003164127830764,-0.1419577893596153,1.0246487553378605,1.042765590437688,0.00876304023845,0.1330498488652076
-33.13083,18.86278,2011-01-19,15187.0,11456.5,14527.0,12799.0,,9873.5,12122.5,,0.0222117520360771,-0.1181711470741042,1.1603281512115613,1.227781435254707,0.0282454726663555,0.1122136985298152
-33.7075,18.97444444,2011-01-19,14270.0,9913.0,13652.0,11469.5,,8918.0,10330.5,,0.0221330850225627,-0.1586675153829825,1.1115721014680198,1.1583875309365104,0.0206239039691751,0.1601390215646017
-25.57877778,29.12747222,2011-01-19,13560.0,10076.0,16388.0,13014.0,,9017.0,11586.5,,-0.0944303459329501,-0.2385126964933485,1.1174448265389487,1.2849617390375625,0.0697287939988456,0.0784801065754674
-26.006389,29.253889,2011-01-20,,,,,,,,,,,,,,
-27.02314,28.59389,2011-01-20,11490.5,9969.5,10372.5,9135.0,,8893.0,10129.0,,0.0511366235191874,-0.0198112280011797,1.121050264352783,1.138985719204914,0.0079359156155931,0.0629755544762827
-30.679722,26.7125,2011-01-20,14428.5,10934.0,8301.5,7932.0,,10019.5,12350.0,,0.2695556533216002,0.1368563333419971,1.0912720196618544,1.2325964370479514,0.0608142930767906,0.077618238512239
-28.460833,21.248889,2011-01-20,14599.0,12046.5,12067.0,11038.5,,10832.0,13063.0,,0.0949523738093448,-0.000850146183673,1.1121214919759232,1.205963811030576,0.0404826858360379,0.0555274383630971
-30.77586667,29.03221667,2011-01-20,,,,,,,,,,,,,,
-24.925278,29.324444,2011-01-21,13185.0,9112.0,13904.5,11277.0,,8655.0,9276.5,,-0.0265601063142545,-0.2082201898637924,1.0528018487424031,1.0718082034506644,0.0089458085216303,0.1740088596042109
-28.460833,21.248889,2011-01-21,14599.0,12046.5,12067.0,11038.5,,10832.0,13063.0,,0.0949523738093448,-0.000850146183673,1.1121214919759232,1.205963811030576,0.0404826858360379,0.0555274383630971
-24.679167,30.8025,2011-01-24,14293.5,9537.0,13638.0,11155.5,,8681.0,9723.0,,0.023468127383062,-0.1769579288025882,1.09860615146505,1.1200322544485777,0.009657320872274,0.1903066641683834
-25.99136,27.84208,2011-01-24,18631.5,11771.5,16495.0,12815.0,,10629.0,11898.0,,0.0608230253512303,-0.1671059381246346,1.1074889454382255,1.1193903472634208,0.005344430596337,0.2205571660197506
-25.49037,30.6986,2011-01-24,10676.0,8325.0,8915.5,8274.0,,8148.5,8241.5,,0.0898603986422678,-0.034250746788086,1.021660428399687,1.0114131436233478,-0.0050402921558566,0.1286903660631683
-26.970278,27.211111,2011-01-24,11076.0,10352.0,7909.0,7729.5,,9549.0,10779.0,,0.1668159072952322,0.1337823777449201,1.084092575238758,1.128809299503079,0.020207278406133,0.013589567604667
-27.671111,27.236944,2011-01-24,22506.5,17609.5,19994.0,18637.0,,16789.5,17986.5,,0.0591169515652755,-0.0634116505112554,1.048840048940049,1.0712945591994372,0.010591077649174,0.1116242313486278
-27.356667,27.286389,2011-01-24,16828.5,9502.5,12665.5,9643.0,,,,,0.1411473520037969,-0.1426831468783826,,,,
-27.01011111,26.69808333,2011-01-25,15022.5,10741.0,10585.5,8962.0,,10109.5,10900.0,,0.1732661668228672,0.0072913980259301,1.0624659974292447,1.078193778229482,0.0073471651032761,0.1590317291927855
-26.98472222,26.63227778,2011-01-25,10464.5,10697.5,8177.0,7864.5,,9763.0,11162.5,,0.1227100823431584,0.133539961323478,1.095718529240633,1.1433473318627778,0.0212717291857272,-0.0322744717251582
-27.398611,26.614722,2011-01-25,10411.0,8569.5,8737.5,8111.0,,8360.0,8422.5,,0.087395879572812,-0.0097070549488645,1.0250598087124403,1.007476076655024,-0.0086511299435027,0.1055831364324204
-33.818056,19.694722,2011-01-25,,,,,,,,,,,,,,
-25.45963889,28.26430556,2011-01-25,13959.0,9926.0,15156.5,12552.5,,9139.0,11096.0,,-0.0411292953924884,-0.2085318449117902,1.0861144546355073,1.2141372142372142,0.0556559794500996,0.1142686090600674
-33.897778,20.012778,2011-01-25,13871.0,9154.0,11520.0,9420.0,,8707.0,9119.0,,0.0925918632586346,-0.1144432620682978,1.051338004004904,1.0473182497841622,-0.0019153942975975,0.2066985645933005
-25.81048333,27.90955222,2011-01-26,16870.5,9753.0,13408.0,10257.0,,8693.0,9553.5,,0.1143550704295123,-0.1578083847847668,1.1219371909432072,1.09898769134583,-0.0103333074353196,0.2769073569482279
-34.065833,20.404167,2011-01-26,13535.0,8387.0,10165.0,8604.0,,8061.0,8402.0,,0.1421940928270036,-0.0958387235877528,1.040441632651793,1.0423024439655253,0.000893442134731,0.2339882390481824
-24.058889,31.237222,2011-01-26,27103.0,24425.5,25351.0,21840.5,,65535.0,65535.0,,0.033400693941358,-0.0185931112070956,0.3727092394377584,1.0000000001,0.4569727824989851,-0.4148621516008545
-26.648056,27.089444,2011-01-26,19310.5,9597.0,12954.5,9447.5,,8535.0,8963.5,,0.1969936463660307,-0.1488814491275518,1.1244288225956065,1.0502050381785002,-0.0341316236092775,0.3659545872533056
-26.880278,26.965,2011-01-26,11613.0,12114.0,8402.0,7982.0,,10960.0,12663.0,,0.1604296777416929,0.1809319555468893,1.1052919709029196,1.155383211778832,0.0221576462041408,-0.0432525951557091
-27.273889,28.49,2011-01-26,12333.0,9060.0,9264.5,8181.0,,8456.5,9407.5,,0.1420766292394946,-0.0111599225081174,1.0713652221185657,1.1124578727423462,0.0188168403952889,0.134564522435086
-27.044444,27.005,2011-01-26,25037.5,19133.5,22864.5,19121.5,,17701.0,19154.5,,0.0453634503778546,-0.088837563693509,1.0809276313072764,1.0821140049584823,0.0005484747179272,0.1331236422881966
-34.092222,21.295278,2011-01-26,14913.0,9525.0,13943.0,11317.0,,,,,0.0336151926808981,-0.1882563490710747,,,,
-27.02314,28.59389,2011-01-27,11490.5,9969.5,10372.5,9135.0,,8893.0,10129.0,,0.0511366235191874,-0.0198112280011797,1.121050264352783,1.138985719204914,0.0079359156155931,0.0629755544762827
-26.73806,27.59194,2011-01-27,9089.5,9167.0,7963.0,7740.0,,8719.0,8961.0,,0.066060694912769,0.0702860478692348,1.0513820393246818,1.0277554766454755,-0.0113636363636363,0.0071189163735076
-28.760833,17.730278,2011-01-30,11190.0,11426.0,7687.5,7645.0,,9557.0,12802.0,,0.1855383392928079,0.1955947367044225,1.1955634614372397,1.3395416972853091,0.056793792306422,-0.0671890630210067
-26.861111,28.884722,2011-01-31,17658.5,9550.0,13746.5,10574.0,,8691.0,9241.5,,0.1245661518866418,-0.1801343549460211,1.0988378783648718,1.0633413877423887,-0.0164169970465369,0.3128996282527869
-26.73806,27.59194,2011-01-31,9089.5,9167.0,7963.0,7740.0,,8719.0,8961.0,,0.066060694912769,0.0702860478692348,1.0513820393246818,1.0277554766454755,-0.0113636363636363,0.0071189163735076
-25.127778,27.628889,2011-02-01,7814.0,5189.5,6664.0,5222.0,,4984.0,5122.0,,0.0794308606161066,-0.1243936390095741,1.0412319423150882,1.0276886036313002,-0.0065460893177519,0.208101422387135
-24.69514,27.40906,2011-02-01,15543.0,10647.0,11919.5,9642.5,,9921.0,10524.0,,0.1319435593991802,-0.0563888950435377,1.0731781071456608,1.060780163389991,-0.0058098342071701,0.1925422948555638
-27.363611,31.783333,2011-02-01,17894.5,9281.0,13078.0,9695.0,,8437.0,8994.5,,0.1555089192025178,-0.1698197593810091,1.1000355577626764,1.0660779899068034,-0.0156767256709801,0.3309903678083963
-27.802778,28.768333,2011-02-01,12128.5,9803.5,9325.0,8486.0,,8857.5,9811.5,,0.1306779779523148,0.0250150299291631,1.1068021451747954,1.10770533456232,0.0004078511343359,0.1056061987237916
-29.160278,26.573333,2011-02-01,15215.0,9791.0,13390.0,11085.5,,8892.0,9761.0,,0.063800034958923,-0.155256460031922,1.101102114360009,1.0977282951967162,-0.0015343698854337,0.2183696348494546
-34.329722,18.990278,2011-02-01,65535.0,65535.0,65535.0,24102.5,,65535.0,65535.0,,0.0,0.0,1.0000000001,1.0000000001,0.0,0.0
-25.20639,27.558,2011-02-02,14137.5,10466.5,10315.5,8536.0,,10039.0,9985.0,,0.1562998405103662,0.0072659031854489,1.0425839228014644,0.9946209782850782,-0.0235435053663544,0.1721421909006107
-23.281,30.54305556,2011-02-03,13457.5,10530.5,11847.5,10169.5,,9701.0,10935.0,,0.0636237897648683,-0.058852444365001,1.085506648899093,1.1272033811947324,0.0188441918427242,0.1034129343035765
-28.801278,31.955389,2011-02-03,13934.0,9899.5,12111.5,10196.5,,8853.0,9807.0,,0.0699736998713786,-0.1004952069419831,1.118208516986931,1.1077600814283632,-0.0046938827290487,0.1738342951013008
-27.00222,28.76528,2011-02-03,13724.0,9691.0,13005.5,10754.5,,8743.0,9947.0,,0.0268804130268054,-0.1460357323816441,1.108429600923516,1.1377101682345077,0.0130359507078113,0.159562333657217
-27.02314,28.59389,2011-02-03,11490.5,9969.5,10372.5,9135.0,,8893.0,10129.0,,0.0511366235191874,-0.0198112280011797,1.121050264352783,1.138985719204914,0.0079359156155931,0.0629755544762827
-27.3,28.586944,2011-02-03,14954.0,9636.0,14753.0,11537.5,,8561.0,9929.5,,0.0067660820681993,-0.2098077001927089,1.1255694429221,1.1598528210321342,0.0150008944315248,0.2019209516346165
-30.679722,26.7125,2011-02-03,13400.0,10548.0,7764.0,7659.0,,9235.5,11938.0,,0.266301266301265,0.1520314547837475,1.1421146663335553,1.2926208652399491,0.0618162412167568,0.0576998973873231
-28.460833,21.248889,2011-02-03,14599.0,12046.5,12067.0,11038.5,,10832.0,13063.0,,0.0949523738093448,-0.000850146183673,1.1121214919759232,1.205963811030576,0.0404826858360379,0.0555274383630971
-28.460833,21.248889,2011-02-04,14599.0,12046.5,12067.0,11038.5,,10832.0,13063.0,,0.0949523738093448,-0.000850146183673,1.1121214919759232,1.205963811030576,0.0404826858360379,0.0555274383630971
-29.140556,31.391944,2011-02-07,13930.0,11594.0,8610.0,8471.0,,9784.5,12548.0,,0.2360248447204958,0.1476935260344479,1.1849353570421024,1.282436506819812,0.0395161958412723,0.0521942744920309
-25.99136,27.84208,2011-02-07,18631.5,11771.5,16495.0,12815.0,,10629.0,11898.0,,0.0608230253512303,-0.1671059381246346,1.1074889454382255,1.1193903472634208,0.005344430596337,0.2205571660197506
-24.058889,31.237222,2011-02-07,27103.0,24425.5,25351.0,21840.5,,65535.0,65535.0,,0.033400693941358,-0.0185931112070956,0.3727092394377584,1.0000000001,0.4569727824989851,-0.4148621516008545
-26.73806,27.59194,2011-02-07,9089.5,9167.0,7963.0,7740.0,,8719.0,8961.0,,0.066060694912769,0.0702860478692348,1.0513820393246818,1.0277554766454755,-0.0113636363636363,0.0071189163735076
-30.86013889,29.07125,2011-02-07,16538.0,10027.0,14809.0,11414.5,,9021.5,9845.5,,0.0551567933135545,-0.1925430826219995,1.1114559664027213,1.091337360849321,-0.0091332243049439,0.2536623268330576
-27.356667,27.286389,2011-02-07,16828.5,9502.5,12665.5,9643.0,,8718.0,9290.0,,0.1411473520037969,-0.1426831468783826,1.089986235475086,1.0656113788565955,-0.0113077025409072,0.2886268353848794
-28.058889,30.373611,2011-02-07,14514.0,9326.0,12189.5,9706.0,,8452.5,9431.0,,0.087048514239706,-0.1330900978364428,1.1033422065477965,1.1157645667962437,0.0055979101135575,0.2122781373982033
-27.01011111,26.69808333,2011-02-08,12433.5,10433.5,9579.5,8531.5,,9344.0,10728.5,,0.1296506609730608,0.0426722630290309,1.1165988870863013,1.148169948730137,0.0139400812777619,0.0736119506087554
-27.169444,29.233889,2011-02-08,6219.0,4774.0,5600.5,4803.0,,4315.5,4762.0,,0.052328778713143,-0.0796664899513221,1.1062449311624494,1.1034642568489283,-0.0012583892617449,0.132683726436571
-26.98472222,26.63227778,2011-02-08,13683.0,10207.0,14011.5,11850.5,,9414.0,10262.5,,-0.0118615609597573,-0.1570906538390067,1.0842362439920756,1.0901317188168047,0.0027113510344658,0.1428452109999785
-27.398611,26.614722,2011-02-08,15515.5,10247.0,12823.0,10403.5,,9253.5,10126.0,,0.0950120860313704,-0.111660164716081,1.107364780993716,1.0942886476387692,-0.0059392332989741,0.2101866115476855
-27.573056,24.746389,2011-02-08,17012.5,9767.5,12108.0,9335.0,,8658.0,9470.0,,0.1684208718943693,-0.1069918401865095,1.128147378247378,1.0937860938860935,-0.0154645873944118,0.2848107240630594
-33.501667,21.624167,2011-02-08,,,,,,,,,,,,,,
-32.502778,19.535833,2011-02-08,17653.0,13104.0,19330.0,16984.0,,10579.0,14613.0,,-0.0453451585863774,-0.191959055312326,1.2386804046751017,1.3813214860627565,0.0544431215499511,0.0942168226616249
-25.45963889,28.26430556,2011-02-08,13959.0,9926.0,15156.5,12552.5,,9139.0,11096.0,,-0.0411292953924884,-0.2085318449117902,1.0861144546355073,1.2141372142372142,0.0556559794500996,0.1142686090600674
-26.970278,27.211111,2011-02-09,10218.0,11040.0,7946.5,7735.0,,9671.5,11496.0,,0.1250516116601056,0.1629315566323431,1.1414982165090368,1.1886470558824536,0.0202342917997869,-0.0588560375794415
-27.273889,28.49,2011-02-09,12333.0,9060.0,9264.5,8181.0,,8456.5,9407.5,,0.1420766292394946,-0.0111599225081174,1.0713652221185657,1.1124578727423462,0.0188168403952889,0.134564522435086
