Latitude,Longitude,Sample Date,q,ppt,pet,soil,pdsi,tmax,tmin,Saline_Index,Runoff_Ratio,Chemical_Solubility
-32.502778,19.535833,04-01-2011,0.8,16.2,119.9,0.6,-2.78,27.06,10.92,0.7619397528521302,0.049382716049077895,18.99
-25.45963889,28.26430556,04-01-2011,7.1000000000000005,141.9,103.6,32.5,2.06,26.4,12.04,-0.15600815382449232,0.05003523608171245,19.22
-27.495556,26.074722,04-01-2011,5.0,99.5,99.700005,0.4,3.26,24.73,9.17,0.0010040390212876127,0.05025125628135653,16.95
-26.648056,27.089444,05-01-2011,3.2,63.300000000000004,83.5,12.2,4.21,21.92,5.92,0.1376021798364185,0.050552922590757415,13.92
-26.970278,27.211111,05-01-2011,3.3000000000000003,66.7,82.1,14.900001,4.8199997,21.859999,6.14,0.10349461446257388,0.04947526236874142,13.999999
-27.38972222,26.46388889,05-01-2011,4.9,97.4,83.200005,9.7,4.7999997,22.81,6.98,-0.07862677221722383,0.05030800821350071,14.8949995
-27.044444,27.005,05-01-2011,3.7,74.60000000000001,82.4,13.0,4.81,21.949999,6.25,0.049681537898509036,0.04959785522781555,14.099999
-30.830556,26.921389,06-01-2011,2.7,54.1,57.0,8.0,4.41,14.589999,-0.94,0.026102610261002596,0.049907578558133256,6.825
-27.00222,28.76528,06-01-2011,1.3,26.400000000000002,70.0,15.6,4.72,17.38,-2.55,0.45228215767587926,0.049242424242237716,7.4149995
-27.02314,28.59389,06-01-2011,1.3,27.0,72.4,13.5,4.62,17.869999,-2.26,0.4567404509949961,0.048148148147969826,7.8049994
-30.679722,26.7125,06-01-2011,2.2,44.900000000000006,59.8,5.1,4.45,15.74,-0.61,0.14231135955703209,0.048997772828398664,7.565
-30.160091,27.40124,06-01-2011,2.7,53.800000000000004,57.4,15.900001,5.8399997,14.62,-0.44,0.0323741139970925,0.05018587360585467,7.09
-32.595833,19.009444,06-01-2011,3.7,73.2,52.7,19.1,-2.05,19.279999,6.42,-0.16282763393817823,0.05054644808736264,12.849999
-25.99136,27.84208,10-01-2011,2.4000000000000004,48.0,173.2,6.3,2.24,28.539999,11.05,0.5660036106486959,0.049999999999895836,19.795
-26.73806,27.59194,10-01-2011,2.0,39.5,179.40001,5.3,2.1299999,28.34,10.179999,0.6391046290727816,0.05063291139227687,19.26
-26.45,28.085833,10-01-2011,2.3000000000000003,45.300000000000004,172.90001,5.6,1.41,27.91,10.01,0.5847846187046373,0.05077262693145525,18.96
-30.86013889,29.07125,10-01-2011,1.4000000000000001,28.8,138.0,9.900001,3.75,25.609999,10.95,0.6546762589924133,0.04861111111094233,18.279999
-27.356667,27.286389,10-01-2011,1.6,31.6,185.8,3.7,2.28,29.06,10.19,0.7092916324153662,0.050632911392244837,19.625
-27.01011111,26.69808333,11-01-2011,2.2,44.300000000000004,191.7,2.3,0.90999997,30.09,12.559999,0.6245762663315052,0.04966139954842062,21.325
-25.73411,27.21422,11-01-2011,2.8000000000000003,56.2,182.5,5.6,0.74,29.99,12.88,0.5291160452448559,0.04982206405685085,21.435
-26.98472222,26.63227778,11-01-2011,2.2,44.300000000000004,192.0,2.7,1.16,30.16,12.74,0.6250528988571201,0.04966139954842062,21.45
-27.398611,26.614722,11-01-2011,2.3000000000000003,45.2,197.40001,2.7,1.0699999,30.63,12.32,0.6273701706985378,0.050884955752099816,21.474998
-27.671111,27.236944,11-01-2011,2.1,42.2,192.1,2.9,1.29,30.029999,11.679999,0.6397780716967828,0.049763033175237524,20.855
-29.160278,26.573333,11-01-2011,1.5,29.5,199.1,2.7,1.2099999,29.3,9.62,0.7419072684829345,0.050847457626946285,19.46
-34.250556,20.9925,11-01-2011,2.6,51.900000000000006,140.2,12.3,2.73,24.189999,12.67,0.45965642035896037,0.050096339113583625,18.43
-25.45963889,28.26430556,11-01-2011,2.7,54.2,182.8,5.7000003,0.77,31.4,14.759999,0.5426160396446027,0.049815498154889636,23.08
-25.81048333,27.90955222,12-01-2011,5.0,100.5,164.1,5.1,1.3299999,28.97,16.56,0.2403628293138069,0.04975124378104502,22.765
-27.273889,28.49,12-01-2011,5.2,104.7,164.3,4.4,1.17,27.599998,14.009999,0.22156134712113043,0.0496657115567816,20.804998
-27.4275,28.525833,12-01-2011,5.4,107.7,163.6,3.8,1.37,27.46,13.75,0.20604498653113243,0.05013927576597016,20.605
-28.883333,27.89,12-01-2011,5.300000000000001,105.80000000000001,164.2,3.3,2.09,26.349998,12.929999,0.21629628743816456,0.050094517958364754,19.64
-27.00222,28.76528,13-01-2011,4.800000000000001,95.4,161.6,5.0,0.7,27.63,14.11,0.25758756626965035,0.05031446540875229,20.869999
-27.02314,28.59389,13-01-2011,4.9,97.60000000000001,163.1,4.8,0.58,27.8,14.2,0.25124666118144445,0.05020491803273545,21.0
-30.534167,24.961944,13-01-2011,2.2,44.900000000000006,205.0,0.0,-1.48,29.9,13.13,0.6406562625047456,0.048997772828398664,21.515
-28.460833,21.248889,13-01-2011,2.6,52.300000000000004,244.7,0.0,4.5,33.62,16.89,0.647811444192394,0.04971319311653974,25.255
-29.658056,25.973333,14-01-2011,3.6,71.0,186.90001,2.2,1.41,28.289999,12.61,0.44939901140309296,0.05070422535204126,20.449999
-28.760833,17.730278,16-01-2011,0.1,1.3,257.5,0.0,1.42,34.98,19.64,0.9899536321479946,0.07692307691715976,27.31
-25.513889,31.224444,17-01-2011,5.300000000000001,105.80000000000001,149.40001,13.2,1.05,28.0,17.51,0.17084642473005723,0.050094517958364754,22.755001
-26.861111,28.884722,17-01-2011,4.5,89.0,161.0,5.2000003,-1.89,27.43,14.009999,0.2879999999998848,0.05056179775275218,20.72
-31.554722,29.245556,17-01-2011,5.300000000000001,106.2,123.700005,36.100002,3.6299999,24.68,16.57,0.07612007059234048,0.04990583804138427,20.625
-28.058889,30.373611,17-01-2011,5.0,99.60000000000001,158.0,4.2000003,-2.27,28.029999,14.679999,0.22670807453407343,0.050200803212801,21.355
-25.127778,27.628889,18-01-2011,5.6000000000000005,112.2,169.3,6.1,1.31,31.17,17.97,0.20284192693681383,0.04991087344024073,24.57
-25.20639,27.558,18-01-2011,5.6000000000000005,112.9,170.0,6.5,1.43,31.109999,17.91,0.20183810533750376,0.049601417183304165,24.509998
-24.69514,27.40906,18-01-2011,6.0,121.0,172.90001,7.0,1.74,31.609999,18.789999,0.17659070275100242,0.04958677685946315,25.199999
-25.681111,31.783333,18-01-2011,3.3000000000000003,65.4,149.2,10.7,-1.52,29.599998,18.289999,0.39049393355030776,0.05045871559625312,23.945
-27.802778,28.768333,18-01-2011,5.4,107.80000000000001,159.1,3.3,1.4499999,26.91,13.11,0.19220683750602832,0.05009276437843219,20.01
-27.398611,26.614722,18-01-2011,4.2,84.9,191.90001,2.5,1.3399999,29.939999,15.61,0.38656071393123465,0.049469964664252686,22.775
-31.104278,29.399722,18-01-2011,5.1000000000000005,101.80000000000001,134.1,21.6,4.25,25.75,16.289999,0.1369224470868742,0.05009823182706277,21.02
-31.396,29.2651,18-01-2011,4.9,98.7,134.5,23.9,3.8799999,25.96,17.63,0.15351629502566316,0.04964539007087169,21.794998
-33.38056,19.30167,18-01-2011,0.7000000000000001,13.4,194.3,8.2,-3.1299999,26.59,11.87,0.870967743830949,0.05223880596975942,19.23
-33.31388889,19.07472222,18-01-2011,0.7000000000000001,13.8,205.90001,10.2,-3.54,29.13,14.309999,0.8743741517981408,0.05072463768079185,21.72
-27.495556,26.074722,18-01-2011,4.0,79.9,194.2,2.8,1.9499999,29.939999,14.9,0.41700108799995195,0.050062578222715814,22.419998
-24.39619444,27.08983333,19-01-2011,4.800000000000001,96.5,169.2,8.400001,1.86,31.679998,18.75,0.2736168527784238,0.04974093264243551,25.215
-26.970278,27.211111,19-01-2011,4.800000000000001,96.2,173.90001,3.5,1.3199999,28.859999,15.42,0.28767125702160556,0.04989604989599803,22.14
-26.880278,26.965,19-01-2011,4.7,93.9,175.5,3.3,1.26,29.15,15.61,0.30289532293975396,0.05005324813626192,22.38
-27.273889,28.49,19-01-2011,5.2,104.7,164.3,4.4,1.17,27.599998,14.009999,0.22156134712113043,0.0496657115567816,20.804998
-27.3,28.586944,19-01-2011,5.2,103.80000000000001,163.40001,4.2000003,1.16,27.63,13.929999,0.22305391883657,0.050096339113631885,20.779999
-27.044444,27.005,19-01-2011,4.7,93.5,178.7,3.3,1.43,29.25,15.57,0.3130051355746758,0.050267379679090625,22.41
-30.568333,29.422778,19-01-2011,5.300000000000001,105.30000000000001,137.7,8.5,4.22,24.699999,12.12,0.13333332244909404,0.0503323836656692,18.41
-30.570833,29.150556,19-01-2011,5.4,108.5,138.90001,6.5,3.74,24.51,11.94,0.12287796293564997,0.04976958525341035,18.225
-34.031944,22.053333,19-01-2011,1.0,20.200000000000003,157.5,7.0,2.11,25.33,14.79,0.7726505346084568,0.049504950494804426,20.06
-33.13083,18.86278,19-01-2011,0.6000000000000001,12.200000000000001,207.1,7.5,-3.74,29.59,14.95,0.8887368932011276,0.04918032786844934,22.27
-33.7075,18.97444444,19-01-2011,1.0,19.6,200.3,11.8,-3.36,28.39,14.78,0.8217371557250245,0.051020408163005,21.585
-25.57877778,29.12747222,19-01-2011,5.1000000000000005,102.30000000000001,161.6,4.8,1.4,29.429998,15.799999,0.22470634608561746,0.04985337243396886,22.614998
-26.006389,29.253889,20-01-2011,4.800000000000001,96.5,152.0,5.5,0.62,27.09,14.0199995,0.22334004024135884,0.04974093264243551,20.555
-27.02314,28.59389,20-01-2011,4.9,97.60000000000001,163.1,4.8,0.58,27.8,14.2,0.25124666118144445,0.05020491803273545,21.0
-30.679722,26.7125,20-01-2011,3.4000000000000004,68.10000000000001,180.90001,2.1000001,1.16,28.599998,12.28,0.4530120683043324,0.04992657856086648,20.439999
-28.460833,21.248889,20-01-2011,2.6,52.300000000000004,244.7,0.0,4.5,33.62,16.89,0.647811444192394,0.04971319311653974,25.255
-30.77586667,29.03221667,20-01-2011,5.2,104.30000000000001,141.5,6.6,3.8899999,26.0,14.53,0.15134255492263976,0.0498561840843242,20.265
-24.925278,29.324444,21-01-2011,5.5,109.5,162.40001,4.0,2.3899999,30.97,17.51,0.19455684948154772,0.050228310502237236,24.24
-28.460833,21.248889,21-01-2011,2.6,52.300000000000004,244.7,0.0,4.5,33.62,16.89,0.647811444192394,0.04971319311653974,25.255
-24.679167,30.8025,24-01-2011,7.4,149.0,143.3,16.7,1.56,25.99,15.07,-0.019500502527298756,0.04966442953016802,20.529999
-25.99136,27.84208,24-01-2011,4.9,98.5,161.1,4.9,0.96999997,28.039999,15.62,0.24114023355812145,0.04974619289335051,21.83
-25.49037,30.6986,24-01-2011,6.1000000000000005,122.5,144.7,17.2,1.16,26.84,15.66,0.08308382186296999,0.04979591836730629,21.25
-26.970278,27.211111,24-01-2011,4.800000000000001,96.2,173.90001,3.5,1.3199999,28.859999,15.42,0.28767125702160556,0.04989604989599803,22.14
-27.671111,27.236944,24-01-2011,4.7,94.2,182.90001,2.7,1.62,29.48,15.049999,0.32010106901706464,0.04989384288742049,22.265
-27.356667,27.286389,24-01-2011,4.7,94.80000000000001,182.40001,3.0,1.51,29.23,15.32,0.31601733860756376,0.04957805907167766,22.275
-27.01011111,26.69808333,25-01-2011,4.5,90.9,183.5,2.2,1.18,29.289999,15.61,0.337463556851189,0.04950495049499504,22.449999
-26.98472222,26.63227778,25-01-2011,4.6000000000000005,91.80000000000001,181.40001,2.5,1.4,29.349998,15.679999,0.32796488342837643,0.05010893246181905,22.515
-27.398611,26.614722,25-01-2011,4.2,84.9,191.90001,2.5,1.3399999,29.939999,15.61,0.38656071393123465,0.049469964664252686,22.775
-33.818056,19.694722,25-01-2011,0.6000000000000001,12.3,201.8,6.2000003,-2.37,28.73,14.099999,0.8851004220016682,0.048780487804481465,21.414999
-25.45963889,28.26430556,25-01-2011,5.2,104.7,164.5,5.1,0.94,29.849998,16.63,0.22213967310541527,0.0496657115567816,23.239998
-33.897778,20.012778,25-01-2011,0.5,11.0,196.1,4.9,-1.8399999,29.26,14.559999,0.8937711281906335,0.04545454545413223,21.91
-25.81048333,27.90955222,26-01-2011,5.0,100.5,164.1,5.1,1.3299999,28.97,16.56,0.2403628293138069,0.04975124378104502,22.765
-34.065833,20.404167,26-01-2011,0.6000000000000001,12.700000000000001,179.3,6.2000003,0.91999996,29.189999,15.91,0.867708335435601,0.04724409448781698,22.55
-24.058889,31.237222,26-01-2011,3.2,63.300000000000004,154.6,1.4,-1.09,31.59,19.869999,0.41899955734788147,0.050552922590757415,25.73
-26.648056,27.089444,26-01-2011,4.7,93.9,170.90001,3.4,1.02,28.599998,15.219999,0.29078552300990707,0.05005324813626192,21.91
-26.880278,26.965,26-01-2011,4.7,93.9,175.5,3.3,1.26,29.15,15.61,0.30289532293975396,0.05005324813626192,22.38
-27.273889,28.49,26-01-2011,5.2,104.7,164.3,4.4,1.17,27.599998,14.009999,0.22156134712113043,0.0496657115567816,20.804998
-27.044444,27.005,26-01-2011,4.7,93.5,178.7,3.3,1.43,29.25,15.57,0.3130051355746758,0.050267379679090625,22.41
-34.092222,21.295278,26-01-2011,0.8,16.6,173.1,5.4,2.04,27.42,14.95,0.824986826927323,0.048192771084047036,21.185
-27.02314,28.59389,27-01-2011,4.9,97.60000000000001,163.1,4.8,0.58,27.8,14.2,0.25124666118144445,0.05020491803273545,21.0
-26.73806,27.59194,27-01-2011,4.800000000000001,96.30000000000001,168.1,4.1,1.05,28.13,15.17,0.2715582618987457,0.04984423676007285,21.65
-28.760833,17.730278,30-01-2011,0.1,1.3,257.5,0.0,1.42,34.98,19.64,0.9899536321479946,0.07692307691715976,27.31
-26.861111,28.884722,31-01-2011,4.5,89.0,161.0,5.2000003,-1.89,27.43,14.009999,0.2879999999998848,0.05056179775275218,20.72
-26.73806,27.59194,31-01-2011,4.800000000000001,96.30000000000001,168.1,4.1,1.05,28.13,15.17,0.2715582618987457,0.04984423676007285,21.65
-25.127778,27.628889,01-02-2011,5.6000000000000005,112.2,169.3,6.1,1.31,31.17,17.97,0.20284192693681383,0.04991087344024073,24.57
-24.69514,27.40906,01-02-2011,6.0,121.0,172.90001,7.0,1.74,31.609999,18.789999,0.17659070275100242,0.04958677685946315,25.199999
-27.363611,31.783333,01-02-2011,3.8000000000000003,75.0,154.40001,10.6,-1.42,30.019999,18.93,0.34612033995820607,0.050666666666599115,24.474998
-27.802778,28.768333,01-02-2011,5.4,107.80000000000001,159.1,3.3,1.4499999,26.91,13.11,0.19220683750602832,0.05009276437843219,20.01
-29.160278,26.573333,01-02-2011,4.2,84.30000000000001,190.1,2.4,1.65,28.949999,13.07,0.3855685267862738,0.049822064056880395,21.009998
-34.329722,18.990278,01-02-2011,1.2000000000000002,23.5,158.2,17.9,-3.9499998,23.05,13.58,0.7413318613678226,0.05106382978701676,18.314999
-25.20639,27.558,02-02-2011,5.6000000000000005,112.9,170.0,6.5,1.43,31.109999,17.91,0.20183810533750376,0.049601417183304165,24.509998
-23.281,30.54305556,03-02-2011,5.0,99.5,154.40001,6.2000003,1.4499999,30.859999,19.76,0.2162268892305456,0.05025125628135653,25.31
-28.801278,31.955389,03-02-2011,4.5,89.60000000000001,150.2,11.0,-0.83,28.939999,19.64,0.25271058264982654,0.05022321428565823,24.289999
-27.00222,28.76528,03-02-2011,4.800000000000001,95.4,161.6,5.0,0.7,27.63,14.11,0.25758756626965035,0.05031446540875229,20.869999
-27.02314,28.59389,03-02-2011,4.9,97.60000000000001,163.1,4.8,0.58,27.8,14.2,0.25124666118144445,0.05020491803273545,21.0
-27.3,28.586944,03-02-2011,5.2,103.80000000000001,163.40001,4.2000003,1.16,27.63,13.929999,0.22305391883657,0.050096339113631885,20.779999
-30.679722,26.7125,03-02-2011,3.4000000000000004,68.10000000000001,180.90001,2.1000001,1.16,28.599998,12.28,0.4530120683043324,0.04992657856086648,20.439999
-28.460833,21.248889,03-02-2011,2.6,52.300000000000004,244.7,0.0,4.5,33.62,16.89,0.647811444192394,0.04971319311653974,25.255
-28.460833,21.248889,04-02-2011,2.6,52.300000000000004,244.7,0.0,4.5,33.62,16.89,0.647811444192394,0.04971319311653974,25.255
-29.140556,31.391944,07-02-2011,5.4,108.7,143.5,4.8,-2.6499999,28.07,19.279999,0.13798572561453687,0.04967801287943912,23.675
-25.99136,27.84208,07-02-2011,4.9,98.5,161.1,4.9,0.96999997,28.039999,15.62,0.24114023355812145,0.04974619289335051,21.83
-24.058889,31.237222,07-02-2011,3.2,63.300000000000004,154.6,1.4,-1.09,31.59,19.869999,0.41899955734788147,0.050552922590757415,25.73
-26.73806,27.59194,07-02-2011,4.800000000000001,96.30000000000001,168.1,4.1,1.05,28.13,15.17,0.2715582618987457,0.04984423676007285,21.65
-30.86013889,29.07125,07-02-2011,5.1000000000000005,101.60000000000001,140.6,7.0,3.77,26.07,14.799999,0.1610239682935062,0.050196850393651384,20.435
-27.356667,27.286389,07-02-2011,4.7,94.80000000000001,182.40001,3.0,1.51,29.23,15.32,0.31601733860756376,0.04957805907167766,22.275
-28.058889,30.373611,07-02-2011,5.0,99.60000000000001,158.0,4.2000003,-2.27,28.029999,14.679999,0.22670807453407343,0.050200803212801,21.355
-27.01011111,26.69808333,08-02-2011,4.5,90.9,183.5,2.2,1.18,29.289999,15.61,0.337463556851189,0.04950495049499504,22.449999
-27.169444,29.233889,08-02-2011,4.5,90.0,157.3,4.0,-2.02,26.93,13.59,0.2721391112868093,0.04999999999994444,20.26
-26.98472222,26.63227778,08-02-2011,4.6000000000000005,91.80000000000001,181.40001,2.5,1.4,29.349998,15.679999,0.32796488342837643,0.05010893246181905,22.515
-27.398611,26.614722,08-02-2011,4.2,84.9,191.90001,2.5,1.3399999,29.939999,15.61,0.38656071393123465,0.049469964664252686,22.775
-27.573056,24.746389,08-02-2011,3.8000000000000003,75.2,208.40001,0.4,1.7199999,31.66,15.66,0.469675616555775,0.05053191489354982,23.66
-33.501667,21.624167,08-02-2011,0.7000000000000001,13.0,189.1,0.1,0.57,27.64,11.98,0.8713508203123461,0.05384615384573965,19.81
-32.502778,19.535833,08-02-2011,0.2,4.800000000000001,233.40001,1.3000001,-1.88,30.92,13.57,0.9596977345461053,0.04166666666579861,22.244999
-25.45963889,28.26430556,08-02-2011,5.2,104.7,164.5,5.1,0.94,29.849998,16.63,0.22213967310541527,0.0496657115567816,23.239998
-26.970278,27.211111,09-02-2011,4.800000000000001,96.2,173.90001,3.5,1.3199999,28.859999,15.42,0.28767125702160556,0.04989604989599803,22.14
-27.273889,28.49,09-02-2011,5.2,104.7,164.3,4.4,1.17,27.599998,14.009999,0.22156134712113043,0.0496657115567816,20.804998
-28.69485,28.23487,09-02-2011,5.2,103.4,160.7,3.1000001,1.8399999,25.769999,12.639999,0.216963262439757,0.05029013539646974,19.204998
-28.883333,27.89,09-02-2011,5.300000000000001,105.80000000000001,164.2,3.3,2.09,26.349998,12.929999,0.21629628743816456,0.050094517958364754,19.64
-27.02314,28.59389,10-02-2011,4.9,97.60000000000001,163.1,4.8,0.58,27.8,14.2,0.25124666118144445,0.05020491803273545,21.0
-30.679722,26.7125,10-02-2011,3.4000000000000004,68.10000000000001,180.90001,2.1000001,1.16,28.599998,12.28,0.4530120683043324,0.04992657856086648,20.439999
-30.534167,24.961944,10-02-2011,2.2,44.900000000000006,205.0,0.0,-1.48,29.9,13.13,0.6406562625047456,0.048997772828398664,21.515
-34.031944,22.053333,10-02-2011,1.0,20.200000000000003,157.5,7.0,2.11,25.33,14.79,0.7726505346084568,0.049504950494804426,20.06
-34.039722,22.133333,10-02-2011,1.1,21.1,156.0,7.3,2.31,25.16,15.12,0.76171654432481,0.05213270142155388,20.14
-32.595833,19.009444,10-02-2011,0.4,7.300000000000001,218.5,6.1,-2.69,30.83,13.759999,0.9353410097427213,0.054794520547194595,22.295
-28.801278,31.955389,11-02-2011,4.5,89.60000000000001,150.2,11.0,-0.83,28.939999,19.64,0.25271058264982654,0.05022321428565823,24.289999
-29.658056,25.973333,11-02-2011,3.6,71.0,186.90001,2.2,1.41,28.289999,12.61,0.44939901140309296,0.05070422535204126,20.449999
-28.068333,31.55,11-02-2011,3.9000000000000004,77.30000000000001,159.1,2.3,-2.86,30.42,19.76,0.3460237055478846,0.05045278137121545,25.09
-28.760833,17.730278,13-02-2011,0.1,1.3,257.5,0.0,1.42,34.98,19.64,0.9899536321479946,0.07692307691715976,27.31
-29.7775,29.470833,14-02-2011,7.4,148.1,138.3,8.900001,3.1999998,24.17,11.82,-0.03421786607476997,0.04996623902765027,17.994999
-29.987778,29.851667,14-02-2011,6.4,127.0,136.0,10.8,3.49,25.42,13.759999,0.034220532319378626,0.0503937007873619,19.59
-29.744167,29.905833,14-02-2011,6.300000000000001,126.30000000000001,141.6,8.7,2.76,26.31,14.46,0.057110883743683206,0.0498812351543548,20.385
-26.861111,28.884722,14-02-2011,4.5,89.0,161.0,5.2000003,-1.89,27.43,14.009999,0.2879999999998848,0.05056179775275218,20.72
-26.45,28.085833,14-02-2011,4.5,90.0,162.5,4.5,-1.89,27.789999,14.849999,0.2871287128711734,0.04999999999994444,21.32
-31.396,29.2651,14-02-2011,4.9,98.7,134.5,23.9,3.8799999,25.96,17.63,0.15351629502566316,0.04964539007087169,21.794998
-25.20639,27.558,15-02-2011,5.6000000000000005,112.9,170.0,6.5,1.43,31.109999,17.91,0.20183810533750376,0.049601417183304165,24.509998
-24.69514,27.40906,15-02-2011,6.0,121.0,172.90001,7.0,1.74,31.609999,18.789999,0.17659070275100242,0.04958677685946315,25.199999
-26.006389,29.253889,15-02-2011,4.800000000000001,96.5,152.0,5.5,0.62,27.09,14.0199995,0.22334004024135884,0.04974093264243551,20.555
-27.802778,28.768333,15-02-2011,5.4,107.80000000000001,159.1,3.3,1.4499999,26.91,13.11,0.19220683750602832,0.05009276437843219,20.01
-27.398611,26.614722,15-02-2011,4.2,84.9,191.90001,2.5,1.3399999,29.939999,15.61,0.38656071393123465,0.049469964664252686,22.775
-27.671111,27.236944,15-02-2011,4.7,94.2,182.90001,2.7,1.62,29.48,15.049999,0.32010106901706464,0.04989384288742049,22.265
-29.160278,26.573333,15-02-2011,4.2,84.30000000000001,190.1,2.4,1.65,28.949999,13.07,0.3855685267862738,0.049822064056880395,21.009998
-30.568333,29.422778,15-02-2011,5.300000000000001,105.30000000000001,137.7,8.5,4.22,24.699999,12.12,0.13333332244909404,0.0503323836656692,18.41
-30.570833,29.150556,15-02-2011,5.4,108.5,138.90001,6.5,3.74,24.51,11.94,0.12287796293564997,0.04976958525341035,18.225
-33.38056,19.30167,15-02-2011,0.7000000000000001,13.4,194.3,8.2,-3.1299999,26.59,11.87,0.870967743830949,0.05223880596975942,19.23
-33.31388889,19.07472222,15-02-2011,0.7000000000000001,13.8,205.90001,10.2,-3.54,29.13,14.309999,0.8743741517981408,0.05072463768079185,21.72
-27.495556,26.074722,15-02-2011,4.0,79.9,194.2,2.8,1.9499999,29.939999,14.9,0.41700108799995195,0.050062578222715814,22.419998
-25.436111,31.982222,16-02-2011,3.1,61.800000000000004,148.90001,12.400001,-1.35,30.689999,18.58,0.41338398372372415,0.05016181229765346,24.634998
-24.39619444,27.08983333,16-02-2011,4.800000000000001,96.5,169.2,8.400001,1.86,31.679998,18.75,0.2736168527784238,0.04974093264243551,25.215
-25.67386,31.57527,16-02-2011,4.1000000000000005,81.0,154.8,11.400001,-1.35,30.3,19.39,0.31297710812805846,0.0506172839505548,24.845
-30.733889,29.828333,16-02-2011,5.7,114.80000000000001,132.40001,33.100002,4.36,25.43,15.65,0.07119744540224202,0.049651567944207615,20.54
-30.398056,30.601944,16-02-2011,6.300000000000001,125.4,134.7,49.0,3.33,26.41,19.43,0.035755467348541466,0.050239234449720706,22.92
-27.273889,28.49,16-02-2011,5.2,104.7,164.3,4.4,1.17,27.599998,14.009999,0.22156134712113043,0.0496657115567816,20.804998
-27.3,28.586944,16-02-2011,5.2,103.80000000000001,163.40001,4.2000003,1.16,27.63,13.929999,0.22305391883657,0.050096339113631885,20.779999
-27.044444,27.005,16-02-2011,4.7,93.5,178.7,3.3,1.43,29.25,15.57,0.3130051355746758,0.050267379679090625,22.41
-30.86013889,29.07125,16-02-2011,5.1000000000000005,101.60000000000001,140.6,7.0,3.77,26.07,14.799999,0.1610239682935062,0.050196850393651384,20.435
-30.77586667,29.03221667,16-02-2011,5.2,104.30000000000001,141.5,6.6,3.8899999,26.0,14.53,0.15134255492263976,0.0498561840843242,20.265
-33.13083,18.86278,16-02-2011,0.6000000000000001,12.200000000000001,207.1,7.5,-3.74,29.59,14.95,0.8887368932011276,0.04918032786844934,22.27
-24.925278,29.324444,17-02-2011,5.5,109.5,162.40001,4.0,2.3899999,30.97,17.51,0.19455684948154772,0.050228310502237236,24.24
-27.00222,28.76528,17-02-2011,4.800000000000001,95.4,161.6,5.0,0.7,27.63,14.11,0.25758756626965035,0.05031446540875229,20.869999
-27.02314,28.59389,17-02-2011,4.9,97.60000000000001,163.1,4.8,0.58,27.8,14.2,0.25124666118144445,0.05020491803273545,21.0
-22.43772222,31.07805556,18-02-2011,5.6000000000000005,112.30000000000001,172.0,0.5,0.62,33.94,20.96,0.20998944776637,0.04986642920743556,27.449999
-29.803611,30.516111,18-02-2011,6.0,120.7,134.2,11.3,2.84,26.14,16.369999,0.0529619345228085,0.04971002485497124,21.255
-25.99136,27.84208,21-02-2011,4.9,98.5,161.1,4.9,0.96999997,28.039999,15.62,0.24114023355812145,0.04974619289335051,21.83
-26.861111,28.884722,21-02-2011,4.5,89.0,161.0,5.2000003,-1.89,27.43,14.009999,0.2879999999998848,0.05056179775275218,20.72
-26.73806,27.59194,21-02-2011,4.800000000000001,96.30000000000001,168.1,4.1,1.05,28.13,15.17,0.2715582618987457,0.04984423676007285,21.65
