Latitude,Longitude,Sample Date,rain_7d_nasa,rain_3d_nasa,rain_12d_nasa
-30.534167,24.961944,13-01-2011,12.04,10.53,33.300000000000004
-28.460833,21.248889,13-01-2011,2.34,1.92,23.869999999999997
-29.658056,25.973333,14-01-2011,19.14,11.169999999999998,71.2
-28.760833,17.730278,16-01-2011,1.16,1.12,5.66
-25.513889,31.224444,17-01-2011,79.24,55.6,106.21
-26.861111,28.884722,17-01-2011,10.13,8.510000000000002,31.879999999999995
-31.554722,29.245556,17-01-2011,31.36,10.65,37.18
-28.058889,30.373611,17-01-2011,25.15,10.170000000000002,58.71
-25.127778,27.628889,18-01-2011,36.69,25.13,46.21
-25.20639,27.558,18-01-2011,36.69,25.13,46.21
-24.69514,27.40906,18-01-2011,40.96,23.64,55.67
-25.681111,31.783333,18-01-2011,86.91,43.08,108.26
-27.802778,28.768333,18-01-2011,23.759999999999994,4.39,41.86
-27.398611,26.614722,18-01-2011,10.84,4.75,16.67
-31.104278,29.399722,18-01-2011,43.38,8.56,50.63
-31.396,29.2651,18-01-2011,29.06,7.250000000000001,33.89
-33.38056,19.30167,18-01-2011,2.7100000000000004,0.28,2.78
-33.31388889,19.07472222,18-01-2011,2.7100000000000004,0.28,2.78
-27.495556,26.074722,18-01-2011,12.25,5.98,17.449999999999996
-24.39619444,27.08983333,19-01-2011,41.85000000000001,27.84,51.69
-26.970278,27.211111,19-01-2011,15.62,10.44,19.6
-26.880278,26.965,19-01-2011,13.38,7.959999999999999,19.520000000000003
-27.273889,28.49,19-01-2011,23.23,11.97,33.730000000000004
-27.3,28.586944,19-01-2011,23.23,11.97,33.730000000000004
-27.044444,27.005,19-01-2011,13.38,7.959999999999999,19.520000000000003
-30.568333,29.422778,19-01-2011,38.940000000000005,10.66,59.75000000000001
-30.570833,29.150556,19-01-2011,38.940000000000005,10.66,59.75000000000001
-34.031944,22.053333,19-01-2011,8.08,1.26,9.570000000000002
-33.13083,18.86278,19-01-2011,0.33,0.03,0.37
-33.7075,18.97444444,19-01-2011,0.67,0.12,0.7
-25.57877778,29.12747222,19-01-2011,28.58,18.66,35.45
-26.006389,29.253889,20-01-2011,30.590000000000003,21.980000000000004,36.31
-27.02314,28.59389,20-01-2011,22.52,17.52,26.31
-30.679722,26.7125,20-01-2011,15.29,5.22,25.45
-28.460833,21.248889,20-01-2011,4.0200000000000005,2.51,4.74
-30.77586667,29.03221667,20-01-2011,34.56,10.08,56.96
-24.925278,29.324444,21-01-2011,30.28,8.42,40.25999999999999
-28.460833,21.248889,21-01-2011,8.59,8.39,10.55
-24.679167,30.8025,24-01-2011,39.51,23.18,82.67999999999999
-25.99136,27.84208,24-01-2011,44.67,21.71,54.92
-25.49037,30.6986,24-01-2011,50.2,28.25,91.07999999999998
-26.970278,27.211111,24-01-2011,43.27,29.84,48.53
-27.671111,27.236944,24-01-2011,53.77,40.68,62.370000000000005
-27.356667,27.286389,24-01-2011,53.77,40.68,62.370000000000005
-27.01011111,26.69808333,25-01-2011,65.14,52.63,72.57
-26.98472222,26.63227778,25-01-2011,65.14,52.63,72.57
-27.398611,26.614722,25-01-2011,71.48,56.67,77.74
-33.818056,19.694722,25-01-2011,4.869999999999999,3.18,9.31
-25.45963889,28.26430556,25-01-2011,38.47,25.04,61.75
-33.897778,20.012778,25-01-2011,4.869999999999999,3.18,9.31
-25.81048333,27.90955222,26-01-2011,46.26,32.08,71.5
-34.065833,20.404167,26-01-2011,6.4,1.54,10.48
-24.058889,31.237222,26-01-2011,33.56,16.490000000000002,87.52999999999999
-26.648056,27.089444,26-01-2011,59.57,40.82,74.47
-26.880278,26.965,26-01-2011,63.85,44.58,72.77000000000001
-27.273889,28.49,26-01-2011,57.53,37.27,73.73
-27.044444,27.005,26-01-2011,63.85,44.58,72.77000000000001
-34.092222,21.295278,26-01-2011,7.92,1.49,13.760000000000002
-27.02314,28.59389,27-01-2011,34.37,18.91,50.06
-26.73806,27.59194,27-01-2011,44.73,27.79,61.23
-28.760833,17.730278,30-01-2011,0.0699999999999999,0.06,0.8400000000000001
-26.861111,28.884722,31-01-2011,20.09,1.18,40.12999999999999
-26.73806,27.59194,31-01-2011,31.719999999999995,3.93,52.830000000000005
-25.127778,27.628889,01-02-2011,16.43,3.91,50.399999999999984
-24.69514,27.40906,01-02-2011,9.89,1.75,39.50999999999999
-27.363611,31.783333,01-02-2011,15.54,1.08,48.54
-27.802778,28.768333,01-02-2011,19.62,3.22,71.99
-29.160278,26.573333,01-02-2011,15.24,6.889999999999999,84.38000000000002
-34.329722,18.990278,01-02-2011,0.82,0.52,1.7500000000000002
-25.20639,27.558,02-02-2011,10.94,5.72,51.77999999999999
-23.281,30.54305556,03-02-2011,5.78,2.21,28.93
-28.801278,31.955389,03-02-2011,2.92,1.26,42.690000000000005
-27.00222,28.76528,03-02-2011,7.21,5.88,36.15999999999999
-27.02314,28.59389,03-02-2011,7.21,5.88,36.15999999999999
-27.3,28.586944,03-02-2011,8.89,6.949999999999999,50.88
-30.679722,26.7125,03-02-2011,7.739999999999999,6.909999999999999,41.95
-28.460833,21.248889,03-02-2011,13.06,5.19,31.35
-28.460833,21.248889,04-02-2011,15.04,6.42,25.0
-29.140556,31.391944,07-02-2011,5.0,3.52,9.95
-25.99136,27.84208,07-02-2011,12.09,3.73,21.21
-24.058889,31.237222,07-02-2011,4.19,2.81,10.3
-26.73806,27.59194,07-02-2011,13.02,3.01,18.96
-30.86013889,29.07125,07-02-2011,34.27,25.47,39.49
-27.356667,27.286389,07-02-2011,14.34,5.79,17.06
-28.058889,30.373611,07-02-2011,16.55,13.19,25.53
-27.01011111,26.69808333,08-02-2011,14.09,4.28,18.31
-27.169444,29.233889,08-02-2011,11.93,5.69,13.51
-26.98472222,26.63227778,08-02-2011,14.09,4.28,18.31
-27.398611,26.614722,08-02-2011,17.78,7.95,22.15000000000001
-27.573056,24.746389,08-02-2011,11.03,5.35,20.950000000000003
-33.501667,21.624167,08-02-2011,37.2,8.0,39.76
-32.502778,19.535833,08-02-2011,8.57,0.4599999999999999,8.600000000000001
-25.45963889,28.26430556,08-02-2011,11.89,6.53,16.91
-26.970278,27.211111,09-02-2011,12.67,4.25,15.93
-27.273889,28.49,09-02-2011,17.490000000000002,8.999999999999998,19.79
-28.69485,28.23487,09-02-2011,23.85,6.73,28.67
-28.883333,27.89,09-02-2011,31.35,8.020000000000001,36.91
-27.02314,28.59389,10-02-2011,5.999999999999999,3.59,12.61
-30.679722,26.7125,10-02-2011,21.31000000000001,7.16,27.380000000000003
-30.534167,24.961944,10-02-2011,26.99,14.17,59.07000000000001
-34.031944,22.053333,10-02-2011,23.97,13.96,31.28
-34.039722,22.133333,10-02-2011,23.97,13.96,31.28
-32.595833,19.009444,10-02-2011,5.17,1.94,5.219999999999999
-28.801278,31.955389,11-02-2011,2.6899999999999995,0.47,3.959999999999999
-29.658056,25.973333,11-02-2011,32.49,6.760000000000001,43.31000000000001
-28.068333,31.55,11-02-2011,8.03,0.51,9.95
-28.760833,17.730278,13-02-2011,5.39,0.59,11.84
-29.7775,29.470833,14-02-2011,50.18,22.6,80.99000000000001
-29.987778,29.851667,14-02-2011,39.28,13.739999999999998,65.26
-29.744167,29.905833,14-02-2011,21.3,7.360000000000001,38.97
-26.861111,28.884722,14-02-2011,7.76,4.17,14.94
-26.45,28.085833,14-02-2011,12.13,6.58,19.89
-31.396,29.2651,14-02-2011,41.53,17.82,59.12
-25.20639,27.558,15-02-2011,14.48,6.47,17.130000000000003
-24.69514,27.40906,15-02-2011,3.05,0.96,3.77
-26.006389,29.253889,15-02-2011,6.91,3.4300000000000006,10.64
-27.802778,28.768333,15-02-2011,19.11,9.27,34.09
-27.398611,26.614722,15-02-2011,15.929999999999998,6.61,29.83
-27.671111,27.236944,15-02-2011,10.96,3.22,20.97
-29.160278,26.573333,15-02-2011,8.16,2.61,32.940000000000005
-30.568333,29.422778,15-02-2011,46.96,18.64,77.22999999999999
-30.570833,29.150556,15-02-2011,46.96,18.64,77.22999999999999
-33.38056,19.30167,15-02-2011,16.760000000000005,0.05,21.000000000000004
-33.31388889,19.07472222,15-02-2011,16.760000000000005,0.05,21.000000000000004
-27.495556,26.074722,15-02-2011,18.64,8.879999999999999,30.640000000000008
-25.436111,31.982222,16-02-2011,8.83,6.96,11.18
-24.39619444,27.08983333,16-02-2011,8.27,5.7,10.920000000000002
-25.67386,31.57527,16-02-2011,8.83,6.96,11.18
-30.733889,29.828333,16-02-2011,26.26,6.1000000000000005,54.89000000000001
-30.398056,30.601944,16-02-2011,21.49,5.4,46.940000000000005
-27.273889,28.49,16-02-2011,9.77,2.44,20.79
-27.3,28.586944,16-02-2011,9.77,2.44,20.79
-27.044444,27.005,16-02-2011,22.34,10.87,26.81
-30.86013889,29.07125,16-02-2011,51.01,8.95,78.02
-30.77586667,29.03221667,16-02-2011,57.17999999999999,10.67,86.11999999999999
-33.13083,18.86278,16-02-2011,4.5600000000000005,0.31,5.58
-24.925278,29.324444,17-02-2011,2.18,0.41,5.269999999999999
-27.00222,28.76528,17-02-2011,5.3100000000000005,1.08,10.739999999999998
-27.02314,28.59389,17-02-2011,5.3100000000000005,1.08,10.739999999999998
-22.43772222,31.07805556,18-02-2011,3.2300000000000004,2.96,3.37
-29.803611,30.516111,18-02-2011,17.019999999999996,9.78,40.61
-25.99136,27.84208,21-02-2011,16.630000000000003,11.07,26.37
-26.861111,28.884722,21-02-2011,8.03,6.949999999999999,12.57
-26.73806,27.59194,21-02-2011,18.24,11.330000000000002,29.57
-26.45,28.085833,21-02-2011,14.08,8.969999999999999,22.92
-27.01011111,26.69808333,22-02-2011,32.17,7.5,50.82999999999999
-27.169444,29.233889,22-02-2011,12.02,8.41,16.790000000000003
-26.98472222,26.63227778,22-02-2011,32.17,7.5,50.82999999999999
-27.398611,26.614722,22-02-2011,29.67,5.62,43.18
-29.160278,26.573333,22-02-2011,40.45,14.25,46.62
-33.818056,19.694722,22-02-2011,25.23,1.44,39.0
-25.81048333,27.90955222,23-02-2011,26.090000000000003,15.69,33.28
-29.641944,30.6875,23-02-2011,49.35,16.119999999999997,57.6
-34.065833,20.404167,23-02-2011,22.42,0.54,26.06
-33.980556,21.653333,23-02-2011,17.07,0.48,21.21
-22.769722,30.886944,23-02-2011,10.3,9.57,12.59
-27.00222,28.76528,23-02-2011,12.84,7.930000000000001,17.2
-27.02314,28.59389,23-02-2011,12.84,7.930000000000001,17.2
-27.38972222,26.46388889,23-02-2011,30.950000000000003,3.64,43.06999999999999
-27.398611,26.614722,23-02-2011,32.57,5.82,42.83
-27.671111,27.236944,23-02-2011,20.450000000000003,5.61,27.11
-27.356667,27.286389,23-02-2011,20.450000000000003,5.61,27.11
-33.897778,20.012778,23-02-2011,25.25,0.5,26.27
-23.763056,27.908611,24-02-2011,24.28,19.22,25.07
-23.23572222,27.717,24-02-2011,45.75,39.44,46.3
-28.44555556,32.325,24-02-2011,9.29,2.3,16.58
-30.679722,26.7125,24-02-2011,31.32,13.59,37.99
-30.160091,27.40124,24-02-2011,61.96999999999999,23.770000000000003,70.13000000000001
-30.336111,27.359444,24-02-2011,44.92,15.079999999999998,53.99
-28.460833,21.248889,24-02-2011,25.5,5.23,48.25
-22.91028,29.61111,25-02-2011,13.79,7.46,14.25
-28.760833,17.730278,27-02-2011,0.09,0.01,6.069999999999999
-24.183889,30.823889,01-03-2011,16.77,1.16,26.02
-27.398611,26.614722,01-03-2011,9.73,2.72,37.75
-27.671111,27.236944,01-03-2011,6.2700000000000005,1.27,23.000000000000004
-29.160278,26.573333,01-03-2011,21.78,0.97,59.83
-27.495556,26.074722,01-03-2011,9.75,2.75,37.6
-23.658056,31.05,02-03-2011,4.720000000000001,0.11,10.489999999999998
-26.648056,27.089444,02-03-2011,14.68,1.98,41.41
-27.802778,28.768333,02-03-2011,11.22,0.95,35.84
-24.679167,30.8025,03-03-2011,9.81,0.1699999999999999,24.93
-27.273889,28.49,03-03-2011,3.640000000000001,0.5700000000000001,20.239999999999995
-27.3,28.586944,03-03-2011,3.640000000000001,0.5700000000000001,20.239999999999995
-30.679722,26.7125,03-03-2011,12.59,7.8,27.5
-27.02314,28.59389,04-03-2011,2.63,0.16,10.980000000000002
-25.99136,27.84208,07-03-2011,1.04,0.07,12.6
-31.554722,29.245556,07-03-2011,15.72,14.51,17.75
-27.01011111,26.69808333,08-03-2011,2.4399999999999995,0.38,6.760000000000001
-27.802778,28.768333,08-03-2011,3.1099999999999994,0.81,8.47
-26.98472222,26.63227778,08-03-2011,2.4399999999999995,0.38,6.760000000000001
-27.398611,26.614722,08-03-2011,4.76,0.8700000000000001,8.18
-27.671111,27.236944,08-03-2011,2.3,0.71,4.599999999999999
-29.160278,26.573333,08-03-2011,8.819999999999999,5.52,16.65
-31.396,29.2651,08-03-2011,16.990000000000002,12.68,18.09
-25.45963889,28.26430556,08-03-2011,0.43,0.01,10.11
-25.81048333,27.90955222,09-03-2011,0.19,0.11,6.83
-22.225556,29.990556,09-03-2011,0.08,0.05,1.7700000000000002
-26.03611,30.99778,09-03-2011,0.1999999999999999,0.08,3.119999999999999
-28.404444,30.013056,09-03-2011,2.58,1.4,5.989999999999999
-29.380556,30.2775,09-03-2011,5.74,3.24,8.98
-26.648056,27.089444,09-03-2011,0.39,0.09,4.239999999999999
-26.970278,27.211111,09-03-2011,0.6500000000000001,0.1999999999999999,3.6000000000000005
-27.273889,28.49,09-03-2011,1.64,1.05,4.140000000000001
-27.3,28.586944,09-03-2011,1.64,1.05,4.140000000000001
-27.044444,27.005,09-03-2011,0.9600000000000002,0.14,3.85
-28.69485,28.23487,09-03-2011,8.39,2.5700000000000003,12.95
-28.883333,27.89,09-03-2011,10.64,3.06,15.34
-30.568333,29.422778,09-03-2011,49.27,22.42,50.82
-30.570833,29.150556,09-03-2011,49.27,22.42,50.82
-34.329722,18.990278,09-03-2011,1.16,0.93,1.1800000000000002
-30.830556,26.921389,10-03-2011,50.34,22.85,53.55
-25.49037,30.6986,10-03-2011,0.19,0.11,2.6799999999999997
-29.380556,30.2775,10-03-2011,6.36,3.48,8.01
-30.86013889,29.07125,10-03-2011,44.04,24.08,45.15
-30.77586667,29.03221667,10-03-2011,50.54,25.73,51.82
-29.658056,25.973333,11-03-2011,13.39,2.8600000000000003,14.44
-30.534167,24.961944,11-03-2011,21.07,7.879999999999999,31.7
-31.031389,28.883333,11-03-2011,54.63,23.1,61.17
-34.039722,22.133333,11-03-2011,6.59,3.5700000000000003,8.819999999999999
-28.760833,17.730278,13-03-2011,0.08,0.0,3.69
-29.7775,29.470833,14-03-2011,40.58,24.33,64.17999999999999
-29.987778,29.851667,14-03-2011,34.74,23.81,41.74
-29.744167,29.905833,14-03-2011,15.74,12.26,18.67
-26.861111,28.884722,14-03-2011,14.87,14.26,14.98
-26.73806,27.59194,14-03-2011,14.04,13.82,14.23
-26.45,28.085833,14-03-2011,14.9,14.63,15.02
-25.127778,27.628889,15-03-2011,18.63,18.59,18.67
-25.20639,27.558,15-03-2011,18.63,18.59,18.67
-24.69514,27.40906,15-03-2011,9.25,9.22,9.26
-25.73411,27.21422,15-03-2011,20.93,20.81,20.97
-26.006389,29.253889,15-03-2011,19.29,18.91,19.34
-28.747778,31.745833,15-03-2011,18.15,17.150000000000002,18.35
-30.733889,29.828333,15-03-2011,41.65,26.67,51.35
-27.398611,26.614722,15-03-2011,15.31,14.63,17.79
-27.495556,26.074722,15-03-2011,14.16,13.55,16.38
-24.282222,28.090278,16-03-2011,9.82,8.360000000000001,9.83
-30.398056,30.601944,16-03-2011,39.99,21.64,45.36
-30.27402,30.69602,16-03-2011,39.99,21.64,45.36
-26.880278,26.965,16-03-2011,23.22,21.59,23.8
-27.273889,28.49,16-03-2011,27.11,21.76,27.65
-34.031944,22.053333,16-03-2011,3.78,0.21,7.809999999999999
-23.763056,27.908611,17-03-2011,9.28,7.79,9.28
-27.00222,28.76528,17-03-2011,37.61,30.630000000000003,37.93
-27.02314,28.59389,17-03-2011,37.61,30.630000000000003,37.93
-24.925278,29.324444,18-03-2011,10.02,7.4,10.11
-29.803611,30.516111,18-03-2011,33.31999999999999,16.29,38.78
-26.970278,27.211111,21-03-2011,36.11,5.9,42.44
-27.01011111,26.69808333,22-03-2011,28.08,3.99,37.24999999999999
-25.99136,27.84208,22-03-2011,44.68000000000001,13.7,59.1
-26.861111,28.884722,22-03-2011,30.980000000000004,5.239999999999999,45.53
-26.45,28.085833,22-03-2011,36.580000000000005,8.719999999999999,51.330000000000005
-27.398611,26.614722,22-03-2011,27.3,1.38,37.82
-33.501667,21.624167,22-03-2011,5.979999999999999,0.03,10.509999999999998
-33.31388889,19.07472222,22-03-2011,2.6,0.02,3.18
-28.338333,31.373611,22-03-2011,13.17,1.5,26.73
-29.641944,30.6875,23-03-2011,13.18,1.99,29.51
-28.735556,29.820556,23-03-2011,13.179999999999998,0.72,28.14
-26.648056,27.089444,23-03-2011,28.37,7.339999999999999,42.88
-27.044444,27.005,23-03-2011,24.26,4.07,37.28
-29.160278,26.573333,23-03-2011,24.680000000000003,0.55,44.08999999999999
-33.13083,18.86278,23-03-2011,0.4,0.06,0.41
-25.45963889,28.26430556,23-03-2011,29.78,6.44,49.21
-25.81048333,27.90955222,24-03-2011,26.86,1.89,59.03000000000001
-27.602222,29.942778,24-03-2011,13.62,2.67,35.63000000000001
-27.3,28.586944,24-03-2011,13.24,0.35,38.45000000000001
-33.38056,19.30167,24-03-2011,1.6700000000000002,0.13,2.99
-27.00222,28.76528,25-03-2011,9.67,1.8,43.59
-27.02314,28.59389,25-03-2011,9.67,1.8,43.59
-30.160091,27.40124,25-03-2011,5.58,3.23,45.99
-30.336111,27.359444,25-03-2011,4.5600000000000005,1.08,36.85000000000001
-28.760833,17.730278,27-03-2011,0.01,0.01,3.329999999999999
-22.43772222,31.07805556,28-03-2011,11.69,4.880000000000001,16.94
-26.73806,27.59194,28-03-2011,16.54,14.3,44.92
-25.127778,27.628889,29-03-2011,26.53,15.159999999999998,50.15000000000001
-25.20639,27.558,29-03-2011,26.53,15.159999999999998,50.15000000000001
-24.69514,27.40906,29-03-2011,18.15,10.21,31.06
-27.169444,29.233889,29-03-2011,22.35,19.68,40.74
-26.98472222,26.63227778,29-03-2011,13.91,12.51,27.980000000000004
-28.141944,26.417778,29-03-2011,21.7,21.03,34.3
-28.116667,26.725278,29-03-2011,23.84,23.46,37.76
-27.398611,26.614722,29-03-2011,19.16,18.64,31.450000000000003
-29.160278,26.573333,29-03-2011,18.23,15.78,34.870000000000005
-27.495556,26.074722,29-03-2011,18.69,18.12,29.55
-34.065833,20.404167,30-03-2011,2.59,2.01,3.0
-27.363611,31.783333,30-03-2011,53.2,17.06,59.68999999999999
-26.905,32.324722,30-03-2011,58.91,37.34,70.55
-28.75,30.442778,30-03-2011,37.74,20.06,40.13
-29.161667,30.629722,30-03-2011,37.11,14.12,38.940000000000005
-26.880278,26.965,30-03-2011,13.909999999999998,9.37,19.66
-27.398611,26.614722,30-03-2011,19.16,17.21,21.340000000000003
-28.69485,28.23487,30-03-2011,14.85,11.84,16.349999999999998
-28.883333,27.89,30-03-2011,11.88,8.39,13.239999999999998
-33.818056,19.694722,30-03-2011,2.89,2.58,3.0700000000000003
-34.075556,20.145556,30-03-2011,2.89,2.58,3.0700000000000003
-27.00222,28.76528,31-03-2011,18.45,3.58,23.72
-27.02314,28.59389,31-03-2011,18.45,3.58,23.72
-30.679722,26.7125,31-03-2011,20.37,16.95,22.22
-30.534167,24.961944,31-03-2011,6.91,6.48,7.58
-33.897778,20.012778,31-03-2011,4.859999999999999,4.5600000000000005,4.890000000000001
-22.769722,30.886944,01-04-2011,8.4,2.9199999999999995,18.760000000000005
-27.802778,28.768333,01-04-2011,26.8,3.45,26.98
-27.5275,30.858056,02-04-2011,42.76,4.59,57.68
-25.99136,27.84208,04-04-2011,7.11,4.01,24.460000000000004
-25.513889,31.224444,04-04-2011,21.79,17.72,42.23
-25.398889,31.610556,04-04-2011,20.59,15.82,39.75
-24.183889,30.823889,05-04-2011,35.51,30.440000000000005,43.08
-23.281,30.54305556,05-04-2011,31.6,27.8,37.87
-25.362222,31.956667,05-04-2011,22.35,18.07,38.67
-29.380556,30.2775,05-04-2011,30.520000000000003,25.42,64.28
-27.398611,26.614722,05-04-2011,10.31,7.46,26.779999999999998
-25.45963889,28.26430556,05-04-2011,9.61,6.659999999999999,28.09
-25.81048333,27.90955222,06-04-2011,9.57,7.99,29.410000000000004
-23.658056,31.05,06-04-2011,27.62,24.83,33.760000000000005
-24.058889,31.237222,06-04-2011,29.07,25.43,35.50000000000001
-24.034167,31.123611,06-04-2011,29.07,25.43,35.50000000000001
-24.99328,30.81444,06-04-2011,30.450000000000003,24.64,46.41
-25.14944444,31.94055556,06-04-2011,23.28,19.99,32.72
-27.937778,31.209444,06-04-2011,14.07,9.529999999999998,52.92000000000001
-28.404444,30.013056,06-04-2011,21.96,15.43,55.63999999999999
-26.880278,26.965,06-04-2011,10.51,9.75,24.16
-31.000833,26.353056,06-04-2011,10.12,4.11,25.82
-24.679167,30.8025,07-04-2011,26.25,23.130000000000003,39.08
-24.99328,30.81444,07-04-2011,27.07,23.12,42.76
-27.02314,28.59389,07-04-2011,5.77,4.76,22.34
-28.760833,17.730278,10-04-2011,0.1699999999999999,0.12,0.92
-26.73806,27.59194,10-04-2011,6.979999999999999,0.51,8.14
-25.49037,30.6986,11-04-2011,20.29,0.8999999999999999,26.5
-29.987778,29.851667,11-04-2011,26.430000000000003,6.01,47.82
-29.744167,29.905833,11-04-2011,24.64,5.88,41.31
-26.861111,28.884722,11-04-2011,5.299999999999999,0.54,6.4
-26.970278,27.211111,11-04-2011,6.079999999999999,0.32,7.7
-26.45,28.085833,11-04-2011,5.15,0.53,6.71
-31.396,29.2651,11-04-2011,11.9,2.22,24.55
-31.554722,29.245556,11-04-2011,11.9,2.22,24.55
-27.356667,27.286389,11-04-2011,14.460000000000004,0.45,16.48
-25.447222,30.711667,11-04-2011,20.29,0.8999999999999999,26.5
-27.01011111,26.69808333,12-04-2011,8.85,0.52,11.28
-25.127778,27.628889,12-04-2011,3.92,0.26,10.93
-25.20639,27.558,12-04-2011,3.92,0.26,10.93
-24.69514,27.40906,12-04-2011,2.53,1.14,12.71
-25.73411,27.21422,12-04-2011,7.279999999999999,0.43,12.78
-26.006389,29.253889,12-04-2011,4.3,1.54,10.159999999999998
-26.03611,30.99778,12-04-2011,5.93,1.83,21.66
-28.801278,31.955389,12-04-2011,9.97,1.21,23.36
-30.733889,29.828333,12-04-2011,18.14,2.45,37.37
-27.169444,29.233889,12-04-2011,6.99,2.25,9.98
-27.802778,28.768333,12-04-2011,25.980000000000008,1.37,30.270000000000007
-26.98472222,26.63227778,12-04-2011,8.85,0.52,11.28
-27.398611,26.614722,12-04-2011,12.39,0.21,16.029999999999998
-29.160278,26.573333,12-04-2011,25.270000000000007,1.24,34.480000000000004
-30.568333,29.422778,12-04-2011,15.469999999999995,2.84,30.040000000000003
-30.570833,29.150556,12-04-2011,15.469999999999995,2.84,30.040000000000003
-33.501667,21.624167,12-04-2011,6.14,3.68,15.089999999999998
-27.495556,26.074722,12-04-2011,12.43,0.32,16.33
-25.57877778,29.12747222,12-04-2011,3.56,1.43,14.89
-28.801278,31.955389,13-04-2011,10.35,4.41,26.48
-30.398056,30.601944,13-04-2011,18.640000000000004,6.33,38.99
-30.27402,30.69602,13-04-2011,18.640000000000004,6.33,38.99
-26.648056,27.089444,13-04-2011,18.09,15.6,27.39
-27.044444,27.005,13-04-2011,14.73,11.22,22.0
-31.031389,28.883333,13-04-2011,21.26,11.44,33.739999999999995
-30.86013889,29.07125,13-04-2011,20.71,10.2,34.7
-24.925278,29.324444,14-04-2011,16.240000000000002,15.81,31.910000000000004
-27.00222,28.76528,14-04-2011,7.029999999999999,6.300000000000001,12.239999999999998
-27.02314,28.59389,14-04-2011,7.029999999999999,6.300000000000001,12.239999999999998
-30.160091,27.40124,14-04-2011,12.25,9.9,35.1
-30.336111,27.359444,14-04-2011,12.48,10.51,22.34
-30.830556,26.921389,15-04-2011,12.48,11.57,19.110000000000003
-27.902778,24.615556,15-04-2011,4.609999999999999,4.19,19.380000000000003
-34.031944,22.053333,15-04-2011,2.47,2.35,5.54
-29.803611,30.516111,15-04-2011,26.06,21.48,51.67
-22.43772222,31.07805556,16-04-2011,2.79,2.39,19.540000000000006
-25.99136,27.84208,18-04-2011,29.989999999999995,13.11,32.79
-34.039722,22.133333,18-04-2011,4.949999999999999,2.6,7.729999999999999
-28.735556,29.820556,19-04-2011,67.01,39.67,73.39
-27.802778,28.768333,19-04-2011,35.730000000000004,28.13,39.46
